X GeCrN200 GeCrN300 GeCrN400 OrCrN200 OrCrN300 OrCrN400 OrCrN500 OrCrN600 OrCrN700 OrCrN750 OsCrN200 OsCrN300 OsCrN400 OsCrN500 OsCrN600 OsCrN700
7.69000E+2 9.72589E-4 9.77035E-4 9.79648E-4 1.32581E-3 1.33925E-3 1.34355E-3 1.34632E-3 1.34841E-3 1.40683E-3 1.43005E-3 9.11263E-4 9.51859E-4 9.73146E-4 9.89923E-4 1.00287E-3 1.00909E-3
7.70000E+2 9.42362E-4 9.48191E-4 9.51617E-4 1.29909E-3 1.31347E-3 1.31850E-3 1.32180E-3 1.32429E-3 1.38274E-3 1.40597E-3 9.11096E-4 9.51474E-4 9.72647E-4 9.89280E-4 1.00211E-3 1.00736E-3
7.71000E+2 9.15402E-4 9.21890E-4 9.25702E-4 1.27270E-3 1.28803E-3 1.29380E-3 1.29764E-3 1.30053E-3 1.35870E-3 1.38181E-3 9.10465E-4 9.50703E-4 9.71802E-4 9.88280E-4 1.00100E-3 1.00531E-3
7.72000E+2 8.92213E-4 8.98194E-4 9.01708E-4 1.24657E-3 1.26267E-3 1.26905E-3 1.27334E-3 1.27658E-3 1.33407E-3 1.35692E-3 9.09417E-4 9.49610E-4 9.70686E-4 9.86981E-4 9.99556E-4 1.00334E-3
7.73000E+2 8.72114E-4 8.76815E-4 8.79577E-4 1.22059E-3 1.23723E-3 1.24408E-3 1.24870E-3 1.25219E-3 1.30855E-3 1.33093E-3 9.08011E-4 9.48268E-4 9.69377E-4 9.85461E-4 9.97873E-4 1.00179E-3
7.74000E+2 8.54147E-4 8.57396E-4 8.59306E-4 1.19479E-3 1.21179E-3 1.21897E-3 1.22384E-3 1.22751E-3 1.28242E-3 1.30423E-3 9.06272E-4 9.46692E-4 9.67887E-4 9.83725E-4 9.95947E-4 1.00049E-3
7.75000E+2 8.37345E-4 8.39568E-4 8.40874E-4 1.16923E-3 1.18643E-3 1.19384E-3 1.19888E-3 1.20268E-3 1.25603E-3 1.27722E-3 9.04206E-4 9.44864E-4 9.66184E-4 9.81754E-4 9.93770E-4 9.99099E-4
7.76000E+2 8.20822E-4 8.22975E-4 8.24240E-4 1.14389E-3 1.16122E-3 1.16880E-3 1.17397E-3 1.17787E-3 1.22968E-3 1.25027E-3 9.01805E-4 9.42756E-4 9.64230E-4 9.79518E-4 9.91315E-4 9.97251E-4
7.77000E+2 8.04536E-4 8.07473E-4 8.09198E-4 1.11877E-3 1.13619E-3 1.14392E-3 1.14921E-3 1.15320E-3 1.20368E-3 1.22374E-3 8.99070E-4 9.40349E-4 9.61994E-4 9.76997E-4 9.88574E-4 9.94592E-4
7.78000E+2 7.88962E-4 7.93059E-4 7.95467E-4 1.09363E-3 1.11115E-3 1.11905E-3 1.12446E-3 1.12854E-3 1.17808E-3 1.19777E-3 8.95996E-4 9.37618E-4 9.59444E-4 9.74158E-4 9.85512E-4 9.91099E-4
7.79000E+2 7.74559E-4 7.79709E-4 7.82735E-4 1.06810E-3 1.08580E-3 1.09391E-3 1.09948E-3 1.10367E-3 1.15287E-3 1.17241E-3 8.92555E-4 9.34522E-4 9.56528E-4 9.70959E-4 9.82094E-4 9.86968E-4
7.80000E+2 7.61775E-4 7.67407E-4 7.70717E-4 1.04186E-3 1.05985E-3 1.06823E-3 1.07401E-3 1.07837E-3 1.12797E-3 1.14767E-3 8.88705E-4 9.31003E-4 9.53182E-4 9.67332E-4 9.78252E-4 9.82379E-4
7.81000E+2 7.50776E-4 7.56117E-4 7.59256E-4 1.01458E-3 1.03300E-3 1.04178E-3 1.04784E-3 1.05242E-3 1.10335E-3 1.12358E-3 8.84411E-4 9.27015E-4 9.49355E-4 9.63237E-4 9.73949E-4 9.77527E-4
7.82000E+2 7.41271E-4 7.45790E-4 7.48445E-4 9.86279E-4 1.00524E-3 1.01449E-3 1.02090E-3 1.02574E-3 1.07888E-3 1.10000E-3 8.79663E-4 9.22541E-4 9.45026E-4 9.58639E-4 9.69144E-4 9.72532E-4
7.83000E+2 7.32936E-4 7.36374E-4 7.38393E-4 9.57557E-4 9.77003E-4 9.86680E-4 9.93408E-4 9.98481E-4 1.05430E-3 1.07647E-3 8.74484E-4 9.17624E-4 9.40245E-4 9.53594E-4 9.63896E-4 9.67334E-4
7.84000E+2 7.25445E-4 7.27814E-4 7.29206E-4 9.29028E-4 9.48723E-4 9.58670E-4 9.65599E-4 9.70824E-4 1.02933E-3 1.05257E-3 8.68910E-4 9.12322E-4 9.35086E-4 9.48160E-4 9.58249E-4 9.61836E-4
7.85000E+2 7.18514E-4 7.20065E-4 7.20977E-4 9.01300E-4 9.20834E-4 9.30773E-4 9.37703E-4 9.42928E-4 1.00371E-3 1.02785E-3 8.62963E-4 9.06680E-4 9.29603E-4 9.42379E-4 9.52237E-4 9.55955E-4
7.86000E+2 7.12076E-4 7.13116E-4 7.13727E-4 8.74900E-4 8.93710E-4 9.03255E-4 9.09908E-4 9.14924E-4 9.77161E-4 1.00189E-3 8.56667E-4 9.00735E-4 9.23844E-4 9.36296E-4 9.45905E-4 9.49594E-4
7.87000E+2 7.06169E-4 7.06984E-4 7.07462E-4 8.49668E-4 8.67271E-4 8.76092E-4 8.82231E-4 8.86859E-4 9.49736E-4 9.74716E-4 8.50014E-4 8.94497E-4 9.17823E-4 9.29903E-4 9.39226E-4 9.42758E-4
7.88000E+2 7.00810E-4 7.01687E-4 7.02202E-4 8.25086E-4 8.41208E-4 8.49119E-4 8.54609E-4 8.58748E-4 9.21563E-4 9.46517E-4 8.42976E-4 8.87944E-4 9.11523E-4 9.23179E-4 9.32173E-4 9.35510E-4
7.89000E+2 6.96019E-4 6.97226E-4 6.97935E-4 8.00712E-4 8.15241E-4 8.22166E-4 8.26951E-4 8.30560E-4 8.92765E-4 9.17478E-4 8.35524E-4 8.81050E-4 9.04923E-4 9.16074E-4 9.24679E-4 9.27887E-4
7.90000E+2 6.91782E-4 6.93523E-4 6.94546E-4 7.76058E-4 7.89074E-4 7.95066E-4 7.99187E-4 8.02295E-4 8.63476E-4 8.87782E-4 8.27631E-4 8.73796E-4 8.98004E-4 9.08561E-4 9.16707E-4 9.19933E-4
7.91000E+2 6.88031E-4 6.90382E-4 6.91763E-4 7.50871E-4 7.62607E-4 7.67827E-4 7.71398E-4 7.74091E-4 8.33943E-4 8.57721E-4 8.19312E-4 8.66179E-4 8.90755E-4 9.00629E-4 9.08249E-4 9.11693E-4
7.92000E+2 6.84698E-4 6.87593E-4 6.89293E-4 7.25503E-4 7.36237E-4 7.40871E-4 7.44027E-4 7.46408E-4 8.04693E-4 8.27848E-4 8.10658E-4 8.58224E-4 8.83166E-4 8.92320E-4 8.99384E-4 9.03160E-4
7.93000E+2 6.81703E-4 6.84938E-4 6.86839E-4 7.00383E-4 7.10420E-4 7.14676E-4 7.17566E-4 7.19745E-4 7.76270E-4 7.98726E-4 8.01755E-4 8.49943E-4 8.75212E-4 8.83656E-4 8.90172E-4 8.94313E-4
7.94000E+2 6.78968E-4 6.82230E-4 6.84147E-4 6.75935E-4 6.85618E-4 6.89723E-4 6.92510E-4 6.94612E-4 7.49239E-4 7.70941E-4 7.92696E-4 8.41366E-4 8.66887E-4 8.74688E-4 8.80708E-4 8.85164E-4
7.95000E+2 6.76420E-4 6.79394E-4 6.81142E-4 6.52601E-4 6.62298E-4 6.66496E-4 6.69356E-4 6.71513E-4 7.24158E-4 7.45073E-4 7.83579E-4 8.32522E-4 8.58186E-4 8.65459E-4 8.71071E-4 8.75700E-4
7.96000E+2 6.73966E-4 6.76407E-4 6.77842E-4 6.30753E-4 6.40786E-4 6.45288E-4 6.48373E-4 6.50699E-4 7.01204E-4 7.21269E-4 7.74401E-4 8.23414E-4 8.49115E-4 8.55982E-4 8.61281E-4 8.65928E-4
7.97000E+2 6.71512E-4 6.73227E-4 6.74235E-4 6.10714E-4 6.21257E-4 6.26176E-4 6.29564E-4 6.32120E-4 6.80128E-4 6.99201E-4 7.65104E-4 8.14017E-4 8.39666E-4 8.46249E-4 8.51329E-4 8.55841E-4
7.98000E+2 6.68968E-4 6.69822E-4 6.70324E-4 5.92799E-4 6.03881E-4 6.09227E-4 6.12928E-4 6.15719E-4 6.60668E-4 6.78525E-4 7.55621E-4 8.04308E-4 8.29839E-4 8.36252E-4 8.41200E-4 8.45423E-4
7.99000E+2 6.66259E-4 6.66182E-4 6.66137E-4 5.77330E-4 5.88835E-4 5.94522E-4 5.98472E-4 6.01451E-4 6.42565E-4 6.58899E-4 7.45905E-4 7.94283E-4 8.19651E-4 8.25999E-4 8.30898E-4 8.34698E-4
8.00000E+2 6.63330E-4 6.62301E-4 6.61696E-4 5.64616E-4 5.76288E-4 5.82133E-4 5.86199E-4 5.89266E-4 6.25601E-4 6.40036E-4 7.35916E-4 7.83942E-4 8.09125E-4 8.15495E-4 8.20410E-4 8.23672E-4
8.01000E+2 6.60134E-4 6.58177E-4 6.57027E-4 5.54872E-4 5.66423E-4 5.72221E-4 5.76257E-4 5.79300E-4 6.10015E-4 6.22217E-4 7.25680E-4 7.73363E-4 7.98366E-4 8.04788E-4 8.09744E-4 8.12398E-4
8.02000E+2 6.56623E-4 6.53820E-4 6.52174E-4 5.48267E-4 5.59447E-4 5.65019E-4 5.68893E-4 5.71815E-4 5.96370E-4 6.06125E-4 7.15251E-4 7.62655E-4 7.87513E-4 7.93954E-4 7.98925E-4 8.00981E-4
8.03000E+2 6.52756E-4 6.49238E-4 6.47170E-4 5.44970E-4 5.55566E-4 5.60755E-4 5.64355E-4 5.67070E-4 5.85231E-4 5.92446E-4 7.04682E-4 7.51928E-4 7.76702E-4 7.83063E-4 7.87972E-4 7.89496E-4
8.04000E+2 6.48515E-4 6.44420E-4 6.42013E-4 5.45142E-4 5.54978E-4 5.59654E-4 5.62885E-4 5.65321E-4 5.77151E-4 5.81851E-4 6.94024E-4 7.41280E-4 7.66060E-4 7.72179E-4 7.76900E-4 7.78035E-4
8.05000E+2 6.43907E-4 6.39330E-4 6.36641E-4 5.48880E-4 5.57821E-4 5.61881E-4 5.64668E-4 5.66769E-4 5.72618E-4 5.74941E-4 6.83301E-4 7.30756E-4 7.55640E-4 7.61332E-4 7.65724E-4 7.66633E-4
8.06000E+2 6.38942E-4 6.33953E-4 6.31022E-4 5.55880E-4 5.63847E-4 5.67225E-4 5.69519E-4 5.71249E-4 5.71633E-4 5.71786E-4 6.72546E-4 7.20335E-4 7.45393E-4 7.50518E-4 7.54472E-4 7.55291E-4
8.07000E+2 6.33642E-4 6.28267E-4 6.25109E-4 5.65637E-4 5.72619E-4 5.75297E-4 5.77085E-4 5.78434E-4 5.73986E-4 5.72219E-4 6.61781E-4 7.09993E-4 7.35274E-4 7.39737E-4 7.43181E-4 7.44024E-4
8.08000E+2 6.28020E-4 6.22248E-4 6.18857E-4 5.77660E-4 5.83706E-4 5.85710E-4 5.87011E-4 5.87992E-4 5.79462E-4 5.76073E-4 6.51037E-4 6.99707E-4 7.25228E-4 7.28984E-4 7.31881E-4 7.32828E-4
8.09000E+2 6.22072E-4 6.15875E-4 6.12234E-4 5.91446E-4 5.96672E-4 5.98074E-4 5.98937E-4 5.99589E-4 5.87835E-4 5.83165E-4 6.40327E-4 6.89440E-4 7.15193E-4 7.18242E-4 7.20594E-4 7.21694E-4
8.10000E+2 6.15792E-4 6.09127E-4 6.05211E-4 6.06544E-4 6.11117E-4 6.12023E-4 6.12527E-4 6.12907E-4 5.98871E-4 5.93295E-4 6.29694E-4 6.79178E-4 7.05126E-4 7.07500E-4 7.09332E-4 7.10615E-4
8.11000E+2 6.09179E-4 6.01998E-4 5.97778E-4 6.22791E-4 6.26855E-4 6.27361E-4 6.27572E-4 6.27732E-4 6.12221E-4 6.06059E-4 6.19205E-4 6.68927E-4 6.95000E-4 6.96749E-4 6.98099E-4 6.99591E-4
8.12000E+2 6.02233E-4 5.94473E-4 5.89913E-4 6.40153E-4 6.43799E-4 6.43959E-4 6.43918E-4 6.43887E-4 6.27493E-4 6.20980E-4 6.08924E-4 6.58694E-4 6.84792E-4 6.85986E-4 6.86907E-4 6.88619E-4
8.13000E+2 5.94946E-4 5.86549E-4 5.81615E-4 6.58574E-4 6.61839E-4 6.61677E-4 6.61400E-4 6.61190E-4 6.44290E-4 6.37576E-4 5.98907E-4 6.48476E-4 6.74469E-4 6.75192E-4 6.75750E-4 6.77691E-4
8.14000E+2 5.87334E-4 5.78298E-4 5.72989E-4 6.77997E-4 6.80869E-4 6.80372E-4 6.79849E-4 6.79454E-4 6.62211E-4 6.55360E-4 5.89204E-4 6.38274E-4 6.64006E-4 6.64360E-4 6.64633E-4 6.66802E-4
8.15000E+2 5.79427E-4 5.69843E-4 5.64212E-4 6.98343E-4 7.00763E-4 6.99887E-4 6.99087E-4 6.98484E-4 6.80877E-4 6.73882E-4 5.79860E-4 6.28182E-4 6.53521E-4 6.53589E-4 6.53642E-4 6.56043E-4
8.16000E+2 5.71256E-4 5.61300E-4 5.55451E-4 7.19282E-4 7.21192E-4 7.19898E-4 7.18791E-4 7.17957E-4 6.99990E-4 6.92852E-4 5.70906E-4 6.18345E-4 6.43221E-4 6.43045E-4 6.42908E-4 6.45559E-4
8.17000E+2 5.62845E-4 5.52781E-4 5.46868E-4 7.40367E-4 7.41734E-4 7.39998E-4 7.38569E-4 7.37491E-4 7.19260E-4 7.12017E-4 5.62361E-4 6.08898E-4 6.33301E-4 6.32883E-4 6.32561E-4 6.35495E-4
8.18000E+2 5.54231E-4 5.44395E-4 5.38616E-4 7.61166E-4 7.61977E-4 7.59790E-4 7.58032E-4 7.56706E-4 7.38412E-4 7.31144E-4 5.54260E-4 5.99981E-4 6.23956E-4 6.23263E-4 6.22728E-4 6.25989E-4
8.19000E+2 5.45515E-4 5.36184E-4 5.30701E-4 7.81239E-4 7.81505E-4 7.78878E-4 7.76799E-4 7.75230E-4 7.57171E-4 7.49996E-4 5.46614E-4 5.91713E-4 6.15363E-4 6.14324E-4 6.13522E-4 6.17168E-4
8.20000E+2 5.36817E-4 5.28180E-4 5.23105E-4 8.00200E-4 7.99941E-4 7.96892E-4 7.94504E-4 7.92704E-4 7.75285E-4 7.68365E-4 5.39417E-4 5.84062E-4 6.07472E-4 6.06021E-4 6.04901E-4 6.08985E-4
8.21000E+2 5.28250E-4 5.20396E-4 5.15780E-4 8.17837E-4 8.17084E-4 8.13640E-4 8.10964E-4 8.08945E-4 7.92573E-4 7.86068E-4 5.32622E-4 5.76893E-4 6.00107E-4 5.98203E-4 5.96734E-4 6.01297E-4
8.22000E+2 5.19933E-4 5.12852E-4 5.08692E-4 8.34106E-4 8.32877E-4 8.29053E-4 8.26098E-4 8.23871E-4 8.08941E-4 8.03010E-4 5.26199E-4 5.70088E-4 5.93102E-4 5.90727E-4 5.88895E-4 5.93967E-4
8.23000E+2 5.11980E-4 5.05586E-4 5.01829E-4 8.48997E-4 8.47274E-4 8.43063E-4 8.39828E-4 8.37388E-4 8.24279E-4 8.19071E-4 5.20109E-4 5.63528E-4 5.86296E-4 5.83457E-4 5.81267E-4 5.86866E-4
8.24000E+2 5.04449E-4 4.98648E-4 4.95239E-4 8.62409E-4 8.60188E-4 8.55593E-4 8.52077E-4 8.49426E-4 8.38493E-4 8.34150E-4 5.14328E-4 5.57105E-4 5.79536E-4 5.76264E-4 5.73738E-4 5.79872E-4
8.25000E+2 4.97395E-4 4.92117E-4 4.89015E-4 8.74328E-4 8.71576E-4 8.66580E-4 8.62773E-4 8.59903E-4 8.51467E-4 8.48116E-4 5.08932E-4 5.50889E-4 5.72890E-4 5.69218E-4 5.66384E-4 5.73061E-4
8.26000E+2 4.90866E-4 4.86066E-4 4.83245E-4 8.84784E-4 8.81457E-4 8.76035E-4 8.71920E-4 8.68816E-4 8.63121E-4 8.60859E-4 5.04064E-4 5.45040E-4 5.66527E-4 5.62489E-4 5.59373E-4 5.66607E-4
8.27000E+2 4.84905E-4 4.80567E-4 4.78018E-4 8.93813E-4 8.89879E-4 8.84016E-4 8.79581E-4 8.76237E-4 8.73364E-4 8.72222E-4 4.99845E-4 5.39712E-4 5.60617E-4 5.56242E-4 5.52867E-4 5.60678E-4
8.28000E+2 4.79561E-4 4.75689E-4 4.73414E-4 9.01463E-4 8.96900E-4 8.90586E-4 8.85824E-4 8.82233E-4 8.82103E-4 8.82051E-4 4.96411E-4 5.35056E-4 5.55321E-4 5.50642E-4 5.47031E-4 5.55445E-4
8.29000E+2 4.74904E-4 4.71506E-4 4.69509E-4 9.07827E-4 9.02598E-4 8.95811E-4 8.90708E-4 8.86859E-4 8.89253E-4 8.90204E-4 4.93885E-4 5.31226E-4 5.50807E-4 5.45846E-4 5.42019E-4 5.51070E-4
8.30000E+2 4.71006E-4 4.68091E-4 4.66377E-4 9.12955E-4 9.07026E-4 8.99749E-4 8.94292E-4 8.90177E-4 8.94716E-4 8.96519E-4 4.92342E-4 5.28292E-4 5.47143E-4 5.41930E-4 5.37906E-4 5.47626E-4
8.31000E+2 4.67956E-4 4.65519E-4 4.64087E-4 9.16862E-4 9.10220E-4 9.02447E-4 8.96632E-4 8.92248E-4 8.98497E-4 9.00980E-4 4.91823E-4 5.26285E-4 5.44356E-4 5.38917E-4 5.34720E-4 5.45134E-4
8.32000E+2 4.65833E-4 4.63867E-4 4.62711E-4 9.19560E-4 9.12178E-4 9.03897E-4 8.97717E-4 8.93056E-4 9.00756E-4 9.03815E-4 4.92368E-4 5.25232E-4 5.42465E-4 5.36833E-4 5.32486E-4 5.43615E-4
8.33000E+2 4.64705E-4 4.63200E-4 4.62316E-4 9.21014E-4 9.12873E-4 9.04074E-4 8.97521E-4 8.92579E-4 9.01649E-4 9.05252E-4 4.94006E-4 5.25150E-4 5.41481E-4 5.35687E-4 5.31216E-4 5.43074E-4
8.34000E+2 4.64672E-4 4.63621E-4 4.63004E-4 9.21198E-4 9.12286E-4 9.02967E-4 8.96040E-4 8.90816E-4 9.01334E-4 9.05512E-4 4.96779E-4 5.26067E-4 5.41424E-4 5.35504E-4 5.30936E-4 5.43534E-4
8.35000E+2 4.65843E-4 4.65242E-4 4.64888E-4 9.20120E-4 9.10418E-4 9.00571E-4 8.93263E-4 8.87752E-4 8.99994E-4 9.04858E-4 5.00702E-4 5.27996E-4 5.42309E-4 5.36300E-4 5.31663E-4 5.45025E-4
8.36000E+2 4.68315E-4 4.68168E-4 4.68081E-4 9.17687E-4 9.07210E-4 8.96847E-4 8.89170E-4 8.83380E-4 8.97749E-4 9.03457E-4 5.05749E-4 5.30921E-4 5.44121E-4 5.38064E-4 5.33389E-4 5.47580E-4
8.37000E+2 4.72191E-4 4.72514E-4 4.72703E-4 9.13728E-4 9.02558E-4 8.91743E-4 8.83741E-4 8.77707E-4 8.94492E-4 9.01161E-4 5.11899E-4 5.34834E-4 5.46861E-4 5.40797E-4 5.36117E-4 5.51240E-4
8.38000E+2 4.77582E-4 4.78389E-4 4.78863E-4 9.07990E-4 8.96324E-4 8.85194E-4 8.76968E-4 8.70764E-4 8.90074E-4 8.97745E-4 5.19142E-4 5.39731E-4 5.50527E-4 5.44501E-4 5.39851E-4 5.56049E-4
8.39000E+2 4.84522E-4 4.85826E-4 4.86592E-4 9.00217E-4 8.88362E-4 8.77133E-4 8.68838E-4 8.62582E-4 8.84322E-4 8.92959E-4 5.27453E-4 5.45601E-4 5.55117E-4 5.49176E-4 5.44592E-4 5.62048E-4
8.40000E+2 4.92940E-4 4.94738E-4 4.95794E-4 8.90182E-4 8.78539E-4 8.67490E-4 8.59325E-4 8.53167E-4 8.77093E-4 8.86598E-4 5.36873E-4 5.52476E-4 5.60658E-4 5.54857E-4 5.50381E-4 5.69262E-4
8.41000E+2 5.02758E-4 5.05018E-4 5.06346E-4 8.77652E-4 8.66725E-4 8.56203E-4 8.48421E-4 8.42553E-4 8.68210E-4 8.78403E-4 5.47544E-4 5.60481E-4 5.67265E-4 5.61661E-4 5.57337E-4 5.77692E-4
8.42000E+2 5.13891E-4 5.16567E-4 5.18139E-4 8.62803E-4 8.53036E-4 8.43350E-4 8.36173E-4 8.30760E-4 8.57698E-4 8.68400E-4 5.59632E-4 5.69748E-4 5.75052E-4 5.69714E-4 5.65594E-4 5.87337E-4
8.43000E+2 5.26263E-4 5.29279E-4 5.31052E-4 8.46260E-4 8.37867E-4 8.29167E-4 8.22703E-4 8.17828E-4 8.45716E-4 8.56795E-4 5.73298E-4 5.80409E-4 5.84137E-4 5.79140E-4 5.75283E-4 5.98193E-4
8.44000E+2 5.39810E-4 5.43096E-4 5.45026E-4 8.28645E-4 8.21611E-4 8.13891E-4 8.08136E-4 8.03796E-4 8.32453E-4 8.43838E-4 5.88705E-4 5.92598E-4 5.94640E-4 5.90064E-4 5.86534E-4 6.10258E-4
8.45000E+2 5.54535E-4 5.58128E-4 5.60239E-4 8.10611E-4 8.04673E-4 7.97758E-4 7.92586E-4 7.88686E-4 8.18074E-4 8.29749E-4 6.05962E-4 6.06406E-4 6.06638E-4 6.02573E-4 5.99435E-4 6.23524E-4
8.46000E+2 5.70473E-4 5.74546E-4 5.76939E-4 7.92815E-4 7.87466E-4 7.81011E-4 7.76175E-4 7.72529E-4 8.02782E-4 8.14802E-4 6.24903E-4 6.21714E-4 6.20041E-4 6.16548E-4 6.13853E-4 6.37991E-4
8.47000E+2 5.87664E-4 5.92521E-4 5.95376E-4 7.75773E-4 7.70341E-4 7.63892E-4 7.59063E-4 7.55422E-4 7.86756E-4 7.99204E-4 6.45260E-4 6.38320E-4 6.34681E-4 6.31792E-4 6.29562E-4 6.53656E-4
8.48000E+2 6.06123E-4 6.12210E-4 6.15786E-4 7.59603E-4 7.53475E-4 7.46615E-4 7.41495E-4 7.37633E-4 7.70203E-4 7.83143E-4 6.66754E-4 6.56015E-4 6.50384E-4 6.48097E-4 6.46332E-4 6.70505E-4
8.49000E+2 6.25879E-4 6.33763E-4 6.38395E-4 7.44261E-4 7.36985E-4 7.29404E-4 7.23770E-4 7.19521E-4 7.53343E-4 7.66779E-4 6.89117E-4 6.74599E-4 6.66985E-4 6.65267E-4 6.63941E-4 6.88533E-4
8.50000E+2 6.46881E-4 6.57003E-4 6.62951E-4 7.29715E-4 7.20989E-4 7.12483E-4 7.06187E-4 7.01439E-4 7.36397E-4 7.50284E-4 7.12085E-4 6.93876E-4 6.84328E-4 6.83114E-4 6.82176E-4 7.07736E-4
8.51000E+2 6.68989E-4 6.81448E-4 6.88768E-4 7.15925E-4 7.05603E-4 6.96070E-4 6.89038E-4 6.83736E-4 7.19588E-4 7.33832E-4 7.35554E-4 7.13804E-4 7.02399E-4 7.01620E-4 7.01020E-4 7.28083E-4
8.52000E+2 6.92061E-4 7.06599E-4 7.15141E-4 7.02863E-4 6.90946E-4 6.80384E-4 6.72615E-4 6.66757E-4 7.03128E-4 7.17578E-4 7.59589E-4 7.34508E-4 7.21356E-4 7.20977E-4 7.20685E-4 7.49509E-4
8.53000E+2 7.15964E-4 7.31967E-4 7.41369E-4 6.90380E-4 6.77001E-4 6.65498E-4 6.57056E-4 6.50690E-4 6.87167E-4 7.01658E-4 7.84280E-4 7.56131E-4 7.41370E-4 7.41386E-4 7.41399E-4 7.71951E-4
8.54000E+2 7.40557E-4 7.57055E-4 7.66749E-4 6.78170E-4 6.63552E-4 6.51257E-4 6.42248E-4 6.35455E-4 6.71744E-4 6.86161E-4 8.09704E-4 7.78810E-4 7.62610E-4 7.63047E-4 7.63385E-4 7.95348E-4
8.55000E+2 7.65704E-4 7.81479E-4 7.90748E-4 6.65902E-4 6.50355E-4 6.37478E-4 6.28054E-4 6.20946E-4 6.56892E-4 6.71173E-4 8.35949E-4 8.02685E-4 7.85243E-4 7.86161E-4 7.86869E-4 8.19631E-4
8.56000E+2 7.91279E-4 8.05225E-4 8.13419E-4 6.53248E-4 6.37170E-4 6.23980E-4 6.14333E-4 6.07058E-4 6.42624E-4 6.56753E-4 8.63024E-4 8.27799E-4 8.09327E-4 8.10798E-4 8.11934E-4 8.44695E-4
8.57000E+2 8.17145E-4 8.28377E-4 8.34976E-4 6.39884E-4 6.23756E-4 6.10581E-4 6.00948E-4 5.93683E-4 6.28970E-4 6.42989E-4 8.90649E-4 8.53747E-4 8.34396E-4 8.36419E-4 8.37981E-4 8.70262E-4
8.58000E+2 8.43189E-4 8.51028E-4 8.55633E-4 6.25522E-4 6.09904E-4 5.97123E-4 5.87778E-4 5.80731E-4 6.15962E-4 6.29958E-4 9.18468E-4 8.80007E-4 8.59839E-4 8.62313E-4 8.64223E-4 8.95980E-4
8.59000E+2 8.69289E-4 8.73267E-4 8.75605E-4 6.10267E-4 5.95661E-4 5.83618E-4 5.74807E-4 5.68162E-4 6.03557E-4 6.17619E-4 9.46108E-4 9.06043E-4 8.85034E-4 8.87758E-4 8.89860E-4 9.21517E-4
8.60000E+2 8.95301E-4 8.95166E-4 8.95087E-4 5.94554E-4 5.81296E-4 5.70218E-4 5.62105E-4 5.55986E-4 5.91661E-4 6.05833E-4 9.73187E-4 9.31315E-4 9.09357E-4 9.12032E-4 9.14096E-4 9.46506E-4
8.61000E+2 9.21042E-4 9.16724E-4 9.14186E-4 5.78840E-4 5.67092E-4 5.57089E-4 5.49753E-4 5.44221E-4 5.80190E-4 5.94480E-4 9.99353E-4 9.55304E-4 9.32206E-4 9.34435E-4 9.36155E-4 9.70617E-4
8.62000E+2 9.46244E-4 9.37821E-4 9.32871E-4 5.63569E-4 5.53326E-4 5.44393E-4 5.37830E-4 5.32882E-4 5.69054E-4 5.83425E-4 1.02443E-3 9.77794E-4 9.53342E-4 9.54736E-4 9.55811E-4 9.93698E-4
8.63000E+2 9.70622E-4 9.58331E-4 9.51109E-4 5.49190E-4 5.40277E-4 5.32293E-4 5.26417E-4 5.21985E-4 5.58169E-4 5.72543E-4 1.04850E-3 9.99047E-4 9.73113E-4 9.73453E-4 9.73715E-4 1.01585E-3
8.64000E+2 9.93901E-4 9.78129E-4 9.68861E-4 5.36109E-4 5.28200E-4 5.20940E-4 5.15588E-4 5.11552E-4 5.47455E-4 5.61719E-4 1.07172E-3 1.01937E-3 9.91915E-4 9.91165E-4 9.90587E-4 1.03720E-3
8.65000E+2 1.01580E-3 9.97078E-4 9.86078E-4 5.24424E-4 5.17181E-4 5.10411E-4 5.05415E-4 5.01647E-4 5.36939E-4 5.50960E-4 1.09419E-3 1.03904E-3 1.01013E-3 1.00845E-3 1.00715E-3 1.05789E-3
8.66000E+2 1.03607E-3 1.01507E-3 1.00273E-3 5.14104E-4 5.07234E-4 5.00754E-4 4.95968E-4 4.92359E-4 5.26690E-4 5.40329E-4 1.11604E-3 1.05838E-3 1.02815E-3 1.02586E-3 1.02410E-3 1.07805E-3
8.67000E+2 1.05479E-3 1.03215E-3 1.01885E-3 5.05110E-4 4.98375E-4 4.92019E-4 4.87324E-4 4.83783E-4 5.16791E-4 5.29904E-4 1.13741E-3 1.07768E-3 1.04636E-3 1.04397E-3 1.04213E-3 1.09782E-3
8.68000E+2 1.07221E-3 1.04847E-3 1.03452E-3 4.97411E-4 4.90620E-4 4.84253E-4 4.79552E-4 4.76007E-4 5.07311E-4 5.19748E-4 1.15845E-3 1.09707E-3 1.06489E-3 1.06286E-3 1.06129E-3 1.11732E-3
8.69000E+2 1.08857E-3 1.06414E-3 1.04979E-3 4.90958E-4 4.83971E-4 4.77495E-4 4.72717E-4 4.69114E-4 4.98321E-4 5.09924E-4 1.17936E-3 1.11660E-3 1.08369E-3 1.08232E-3 1.08125E-3 1.13672E-3
8.70000E+2 1.10414E-3 1.07933E-3 1.06476E-3 4.85744E-4 4.78462E-4 4.71806E-4 4.66900E-4 4.63201E-4 4.89902E-4 5.00510E-4 1.20032E-3 1.13632E-3 1.10276E-3 1.10213E-3 1.10164E-3 1.15616E-3
