N_B;T;d;Jsc_e;Eta_e;Voc_e;FF_e;N_Fe;All_var_AM(4);All_var_AM(3);All_var_AM(2);All_var_AM(1)
1.68E+01;318;2.00E-04;-2.11E+01;-2.75E+01;-4.40E+00;-8.61E-01;1.34E+01;13.66751766;13.71051979;13.90816593;13.8794136
1.68E+01;318;2.00E-04;-2.21E+01;-2.89E+01;-4.59E+00;-9.26E-01;1.36E+01;13.80101967;13.86974907;13.96282291;13.99287891
1.68E+01;318;2.00E-04;-2.32E+01;-3.04E+01;-4.81E+00;-9.45E-01;1.37E+01;13.90848923;13.99171257;13.99445343;13.9993391
1.68E+01;318;2.00E-04;-2.43E+01;-3.19E+01;-4.99E+00;-1.07E+00;1.38E+01;13.98671055;13.99496174;13.98980236;13.99305916
1.68E+01;318;2.00E-04;-2.54E+01;-3.33E+01;-5.18E+00;-1.07E+00;1.39E+01;13.97996235;13.98996162;13.99747849;13.99212742
1.68E+01;323;2.00E-04;-5.73E-01;-7.14E-01;-1.26E-01;-1.54E-02;1.01E+01;10.19075298;10.19150639;10.16089153;10.22443676
1.68E+01;323;2.00E-04;-7.50E-01;-9.31E-01;-1.60E-01;-1.98E-02;1.02E+01;10.2395134;10.23276138;10.30324078;10.33327103
1.68E+01;323;2.00E-04;-9.73E-01;-1.20E+00;-2.03E-01;-2.56E-02;1.03E+01;10.30103397;10.30128288;10.42281723;10.46130562
1.68E+01;323;2.00E-04;-1.25E+00;-1.54E+00;-2.56E-01;-3.29E-02;1.05E+01;10.49746418;10.49796486;10.56908894;10.61037445
1.68E+01;323;2.00E-04;-1.59E+00;-1.96E+00;-3.21E-01;-4.25E-02;1.06E+01;10.65647411;10.65047359;10.69601917;10.71749496
1.68E+01;323;2.00E-04;-2.01E+00;-2.47E+00;-3.99E-01;-5.45E-02;1.07E+01;10.70298004;10.702981;10.78975201;10.79781914
1.68E+01;323;2.00E-04;-2.50E+00;-3.12E+00;-4.90E-01;-1.10E-01;1.08E+01;10.79928207;10.79953194;10.91929245;10.93243217
1.68E+01;323;2.00E-04;-3.08E+00;-3.83E+00;-5.96E-01;-1.29E-01;1.09E+01;10.95328236;10.94953442;11.04650116;11.06807899
1.68E+01;323;2.00E-04;-3.73E+00;-4.63E+00;-7.14E-01;-1.50E-01;1.10E+01;11.05026817;11.04202175;11.16697216;11.20214653
1.68E+01;323;2.00E-04;-4.46E+00;-5.52E+00;-8.45E-01;-1.73E-01;1.11E+01;11.19372749;11.19322872;11.25001335;11.27600002
1.68E+01;323;2.00E-04;-5.23E+00;-6.48E+00;-9.84E-01;-1.98E-01;1.13E+01;11.26149178;11.21398067;11.36652279;11.3964777
1.68E+01;323;2.00E-04;-6.04E+00;-7.47E+00;-1.13E+00;-2.24E-01;1.14E+01;11.31000042;11.29999828;11.4867382;11.53682232
1.68E+01;323;2.00E-04;-6.84E+00;-8.44E+00;-1.29E+00;-2.01E-01;1.15E+01;11.50003719;11.50053692;11.63185024;11.68708515
1.68E+01;323;2.00E-04;-7.63E+00;-9.43E+00;-1.45E+00;-2.17E-01;1.16E+01;11.67803574;11.67278385;11.73047256;11.80757141
1.68E+01;323;2.00E-04;-8.38E+00;-1.04E+01;-1.61E+00;-2.39E-01;1.17E+01;11.75701714;11.75326729;11.85980606;12.00160027
1.68E+01;323;2.00E-04;-9.08E+00;-1.14E+01;-1.76E+00;-3.09E-01;1.18E+01;11.84349918;11.88399792;12.06514263;12.19564533
1.68E+01;323;2.00E-04;-9.75E+00;-1.22E+01;-1.92E+00;-3.38E-01;1.20E+01;11.95274353;11.96999073;12.21974564;12.27838898
1.68E+01;323;2.00E-04;-1.04E+01;-1.31E+01;-2.08E+00;-3.66E-01;1.21E+01;12.12602615;12.17553806;12.30391979;12.41282845
1.68E+01;323;2.00E-04;-1.10E+01;-1.40E+01;-2.26E+00;-3.83E-01;1.22E+01;12.24677277;12.27776814;12.49770451;12.58006668
1.68E+01;323;2.00E-04;-1.16E+01;-1.48E+01;-2.43E+00;-4.19E-01;1.23E+01;12.31701469;12.35976315;12.608881;12.69921303
1.68E+01;323;2.00E-04;-1.23E+01;-1.58E+01;-2.60E+00;-5.07E-01;1.24E+01;12.46725273;12.49324989;12.73001289;12.77732372
1.68E+01;323;2.00E-04;-1.30E+01;-1.67E+01;-2.78E+00;-5.04E-01;1.25E+01;12.63798809;12.68098259;12.80018234;12.87681866
1.68E+01;323;2.00E-04;-1.37E+01;-1.78E+01;-2.99E+00;-5.20E-01;1.26E+01;12.74446201;12.76396656;12.9990406;13.03934288
1.68E+01;323;2.00E-04;-1.45E+01;-1.89E+01;-3.20E+00;-5.99E-01;1.28E+01;12.94900513;12.88098335;13.07929802;13.18065739
1.68E+01;323;2.00E-04;-1.54E+01;-2.01E+01;-3.39E+00;-6.58E-01;1.29E+01;13.00351524;12.99251842;13.22305584;13.24693775
1.68E+01;323;2.00E-04;-1.62E+01;-2.12E+01;-3.60E+00;-6.95E-01;1.30E+01;13.1914959;13.19624615;13.30374813;13.34188461
1.68E+01;323;2.00E-04;-1.71E+01;-2.24E+01;-3.81E+00;-6.88E-01;1.31E+01;13.23922634;13.26797295;13.47809219;13.49769402
1.68E+01;323;2.00E-04;-1.81E+01;-2.38E+01;-4.01E+00;-7.85E-01;1.32E+01;13.44469738;13.44470024;13.63298035;13.64148712
1.68E+01;323;2.00E-04;-1.90E+01;-2.51E+01;-4.23E+00;-8.24E-01;1.33E+01;13.53771973;13.5249567;13.78184891;13.73614502
1.68E+01;323;2.00E-04;-2.00E+01;-2.65E+01;-4.42E+00;-9.26E-01;1.34E+01;13.71602154;13.69876862;13.85140705;13.88217354
1.68E+01;323;2.00E-04;-2.10E+01;-2.78E+01;-4.63E+00;-9.28E-01;1.36E+01;13.76527214;13.82826519;13.98561478;13.9965477
1.68E+01;323;2.00E-04;-2.21E+01;-2.92E+01;-4.84E+00;-9.65E-01;1.37E+01;13.93623066;13.9942112;13.99771023;13.99794292
1.68E+01;323;2.00E-04;-2.31E+01;-3.07E+01;-5.01E+00;-1.09E+00;1.38E+01;13.98746109;13.99096107;13.99864101;13.9993391
1.68E+01;323;2.00E-04;-2.41E+01;-3.20E+01;-5.22E+00;-1.07E+00;1.39E+01;13.97671127;13.99121189;13.98980236;13.99189568
1.68E+01;328;2.00E-04;-5.12E-01;-6.53E-01;-1.23E-01;-1.63E-02;1.01E+01;10.18925285;10.18825531;10.1550808;10.21058083
1.68E+01;328;2.00E-04;-6.77E-01;-8.56E-01;-1.57E-01;-2.12E-02;1.02E+01;10.23576164;10.22876358;10.28277016;10.30141735
1.68E+01;328;2.00E-04;-8.83E-01;-1.11E+00;-1.99E-01;-2.73E-02;1.03E+01;10.30078411;10.30203342;10.41769981;10.44891071
1.68E+01;328;2.00E-04;-1.14E+00;-1.43E+00;-2.51E-01;-3.53E-02;1.05E+01;10.49946404;10.49746418;10.54630756;10.59928513
1.68E+01;328;2.00E-04;-1.46E+00;-1.83E+00;-3.15E-01;-4.53E-02;1.06E+01;10.59696865;10.60197163;10.68322754;10.70024586
1.68E+01;328;2.00E-04;-1.85E+00;-2.35E+00;-3.92E-01;-9.86E-02;1.07E+01;10.69997978;10.70098019;10.77533054;10.79290199
1.68E+01;328;2.00E-04;-2.31E+00;-2.92E+00;-4.83E-01;-1.15E-01;1.08E+01;10.806283;10.82378197;10.8927803;10.93100929
1.68E+01;328;2.00E-04;-2.86E+00;-3.60E+00;-5.88E-01;-1.33E-01;1.09E+01;10.9390316;10.93003559;11.00766182;11.07654381
1.68E+01;328;2.00E-04;-3.48E+00;-4.37E+00;-7.08E-01;-1.54E-01;1.10E+01;11.05026817;11.0390234;11.16231728;11.17670727
1.68E+01;328;2.00E-04;-4.16E+00;-5.22E+00;-8.39E-01;-1.77E-01;1.11E+01;11.19122982;11.19397926;11.24349785;11.2536211
1.68E+01;328;2.00E-04;-4.91E+00;-6.15E+00;-9.80E-01;-2.02E-01;1.13E+01;11.262743;11.20898151;11.33885765;11.37390995
1.68E+01;328;2.00E-04;-5.68E+00;-7.07E+00;-1.13E+00;-1.87E-01;1.14E+01;11.30074787;11.29999828;11.48417854;11.50852394
1.68E+01;328;2.00E-04;-6.46E+00;-8.05E+00;-1.29E+00;-2.01E-01;1.15E+01;11.49853706;11.50003815;11.61998749;11.65835285
1.68E+01;328;2.00E-04;-7.22E+00;-9.02E+00;-1.46E+00;-2.20E-01;1.16E+01;11.67003441;11.66803265;11.72884464;11.78378773
1.68E+01;328;2.00E-04;-7.95E+00;-1.00E+01;-1.62E+00;-2.87E-01;1.17E+01;11.7612648;11.76451302;11.86817455;11.9779644
1.68E+01;328;2.00E-04;-8.63E+00;-1.09E+01;-1.77E+00;-3.16E-01;1.18E+01;11.83200359;11.87724972;12.01445293;12.17077827
1.68E+01;328;2.00E-04;-9.27E+00;-1.18E+01;-1.93E+00;-3.46E-01;1.20E+01;11.9702425;11.99424267;12.20277309;12.30248642
1.68E+01;328;2.00E-04;-9.88E+00;-1.26E+01;-2.10E+00;-3.69E-01;1.21E+01;12.15053368;12.17629051;12.29787254;12.36261177
1.68E+01;328;2.00E-04;-1.05E+01;-1.34E+01;-2.27E+00;-3.96E-01;1.22E+01;12.27202225;12.27852058;12.3632431;12.50965977
1.68E+01;328;2.00E-04;-1.11E+01;-1.43E+01;-2.44E+00;-4.77E-01;1.23E+01;12.33751583;12.34151268;12.5460825;12.66727352
1.68E+01;328;2.00E-04;-1.17E+01;-1.52E+01;-2.61E+00;-4.77E-01;1.24E+01;12.48475266;12.49549961;12.70934963;12.78152275
1.68E+01;328;2.00E-04;-1.24E+01;-1.61E+01;-2.80E+00;-5.07E-01;1.25E+01;12.63848782;12.67273331;12.74488831;12.86208153
1.68E+01;328;2.00E-04;-1.31E+01;-1.71E+01;-3.01E+00;-5.29E-01;1.26E+01;12.76745796;12.76246166;12.87274647;13.00165939
1.68E+01;328;2.00E-04;-1.38E+01;-1.82E+01;-3.22E+00;-6.16E-01;1.28E+01;12.9434967;12.88498306;13.00625134;13.13163757
1.68E+01;328;2.00E-04;-1.46E+01;-1.93E+01;-3.40E+00;-6.78E-01;1.29E+01;13.01051426;12.99651527;13.19910908;13.24635887
1.68E+01;328;2.00E-04;-1.54E+01;-2.04E+01;-3.62E+00;-6.62E-01;1.30E+01;13.1932478;13.19674683;13.2491045;13.29952621
1.68E+01;328;2.00E-04;-1.63E+01;-2.16E+01;-3.83E+00;-7.48E-01;1.31E+01;13.24847412;13.2777195;13.40347958;13.47491932
1.68E+01;328;2.00E-04;-1.72E+01;-2.29E+01;-4.04E+00;-7.98E-01;1.32E+01;13.42519855;13.43819714;13.52645969;13.64601994
1.68E+01;328;2.00E-04;-1.81E+01;-2.41E+01;-4.25E+00;-8.42E-01;1.33E+01;13.55921555;13.53446007;13.70461273;13.78141499
1.68E+01;328;2.00E-04;-1.90E+01;-2.55E+01;-4.45E+00;-8.99E-01;1.34E+01;13.7022686;13.71101856;13.79278469;13.80090141
1.68E+01;328;2.00E-04;-2.00E+01;-2.68E+01;-4.67E+00;-9.33E-01;1.36E+01;13.74727249;13.83126736;13.87675858;13.99105549
1.68E+01;328;2.00E-04;-2.10E+01;-2.81E+01;-4.86E+00;-9.90E-01;1.37E+01;13.9769659;13.99571133;13.99747658;13.99864101
1.68E+01;328;2.00E-04;-2.20E+01;-2.95E+01;-5.05E+00;-1.06E+00;1.38E+01;13.98471069;13.98821163;13.99701214;13.99910641
1.68E+01;328;2.00E-04;-2.30E+01;-3.08E+01;-5.26E+00;-1.08E+00;1.39E+01;13.98046112;13.98371124;13.99398899;13.9995718
1.68E+01;333;2.00E-04;-4.76E-01;-6.19E-01;-1.25E-01;-1.80E-02;1.01E+01;10.19975471;10.19575596;10.17415047;10.22698116
1.68E+01;333;2.00E-04;-6.33E-01;-8.17E-01;-1.59E-01;-2.34E-02;1.02E+01;10.24076366;10.23876381;10.28974724;10.29488659
1.68E+01;333;2.00E-04;-8.31E-01;-1.07E+00;-2.02E-01;-3.02E-02;1.03E+01;10.30328369;10.30228233;10.41537189;10.4479723
1.68E+01;333;2.00E-04;-1.08E+00;-1.42E+00;-2.55E-01;-7.91E-02;1.05E+01;10.50046444;10.49796391;10.5556097;10.60547733
1.68E+01;333;2.00E-04;-1.39E+00;-1.80E+00;-3.20E-01;-9.04E-02;1.06E+01;10.65197563;10.65097618;10.6901989;10.70033073
1.68E+01;333;2.00E-04;-1.76E+00;-2.27E+00;-3.98E-01;-1.04E-01;1.07E+01;10.70073223;10.70323181;10.77207661;10.78566074
1.68E+01;333;2.00E-04;-2.21E+00;-2.83E+00;-4.91E-01;-1.20E-01;1.08E+01;10.79828262;10.79928112;10.89138126;10.91593361
1.68E+01;333;2.00E-04;-2.73E+00;-3.49E+00;-5.99E-01;-1.39E-01;1.09E+01;10.96853161;10.96828365;10.9971981;11.02448654
1.68E+01;333;2.00E-04;-3.33E+00;-4.25E+00;-7.21E-01;-1.60E-01;1.10E+01;11.05326653;11.04152298;11.15952492;11.18635464
1.68E+01;333;2.00E-04;-4.00E+00;-5.05E+00;-8.57E-01;-1.44E-01;1.11E+01;11.19098091;11.1984787;11.25187206;11.27737141
1.68E+01;333;2.00E-04;-4.73E+00;-5.96E+00;-1.00E+00;-1.69E-01;1.13E+01;11.25574112;11.24898529;11.33443546;11.3969698
1.68E+01;333;2.00E-04;-5.49E+00;-6.91E+00;-1.16E+00;-1.89E-01;1.14E+01;11.29924774;11.30149937;11.47139359;11.52908993
1.68E+01;333;2.00E-04;-6.25E+00;-7.89E+00;-1.33E+00;-2.08E-01;1.15E+01;11.49828625;11.49703598;11.61998558;11.67371559
1.68E+01;333;2.00E-04;-7.00E+00;-8.86E+00;-1.50E+00;-2.31E-01;1.16E+01;11.70278168;11.69803333;11.77863503;11.79063511
1.68E+01;333;2.00E-04;-7.72E+00;-9.84E+00;-1.66E+00;-3.02E-01;1.17E+01;11.7775116;11.77101135;11.95399189;11.9919939
1.68E+01;333;2.00E-04;-8.39E+00;-1.07E+01;-1.83E+00;-3.32E-01;1.18E+01;11.86875343;11.93249512;12.13580894;12.19101524
1.68E+01;333;2.00E-04;-9.02E+00;-1.16E+01;-1.99E+00;-3.63E-01;1.20E+01;11.99674892;12.06776142;12.27020359;12.29456902
1.68E+01;333;2.00E-04;-9.61E+00;-1.24E+01;-2.16E+00;-3.85E-01;1.21E+01;12.19479561;12.19929314;12.33695316;12.43388844
1.68E+01;333;2.00E-04;-1.02E+01;-1.32E+01;-2.33E+00;-4.18E-01;1.22E+01;12.2877655;12.29901505;12.49374866;12.63051128
1.68E+01;333;2.00E-04;-1.08E+01;-1.41E+01;-2.51E+00;-5.02E-01;1.23E+01;12.42675877;12.43850327;12.63841724;12.76624966
1.68E+01;333;2.00E-04;-1.14E+01;-1.49E+01;-2.69E+00;-4.99E-01;1.24E+01;12.53174973;12.54549599;12.75511742;12.78693295
1.68E+01;333;2.00E-04;-1.20E+01;-1.59E+01;-2.89E+00;-5.23E-01;1.25E+01;12.68673134;12.69698334;12.84669781;12.92955685
1.68E+01;333;2.00E-04;-1.27E+01;-1.68E+01;-3.10E+00;-5.53E-01;1.26E+01;12.76670551;12.78420544;12.93508244;13.12938118
1.68E+01;333;2.00E-04;-1.34E+01;-1.79E+01;-3.30E+00;-6.53E-01;1.28E+01;12.98926544;12.99126339;13.12768936;13.19878769
1.68E+01;333;2.00E-04;-1.42E+01;-1.90E+01;-3.50E+00;-7.01E-01;1.29E+01;13.10025787;13.08325577;13.21724319;13.26032925
1.68E+01;333;2.00E-04;-1.50E+01;-2.01E+01;-3.72E+00;-6.87E-01;1.30E+01;13.19849586;13.21149254;13.31955624;13.40211773
1.68E+01;333;2.00E-04;-1.58E+01;-2.13E+01;-3.94E+00;-7.82E-01;1.31E+01;13.30846405;13.31021214;13.44184971;13.58671856
1.68E+01;333;2.00E-04;-1.67E+01;-2.26E+01;-4.15E+00;-8.31E-01;1.32E+01;13.49819565;13.4971962;13.58809376;13.69260502
1.68E+01;333;2.00E-04;-1.76E+01;-2.38E+01;-4.36E+00;-8.79E-01;1.33E+01;13.6202383;13.67651176;13.74533272;13.7437439
1.68E+01;333;2.00E-04;-1.85E+01;-2.51E+01;-4.57E+00;-9.37E-01;1.34E+01;13.76627445;13.7797718;13.93118668;13.89709949
1.68E+01;333;2.00E-04;-1.95E+01;-2.64E+01;-4.79E+00;-9.70E-01;1.36E+01;13.85450935;13.85851002;13.98887157;13.98007488
1.68E+01;333;2.00E-04;-2.04E+01;-2.78E+01;-4.99E+00;-1.09E+00;1.37E+01;13.99646091;13.99471092;13.99771118;13.99596596
1.68E+01;333;2.00E-04;-2.14E+01;-2.91E+01;-5.20E+00;-1.08E+00;1.38E+01;13.97446156;13.97921562;13.99003601;13.99864101
1.68E+01;333;2.00E-04;-2.24E+01;-3.04E+01;-5.40E+00;-1.13E+00;1.39E+01;13.97071171;13.98271084;13.99026775;13.996315
1.68E+01;338;2.00E-04;-4.22E-01;-6.05E-01;-1.23E-01;-5.93E-02;1.01E+01;10.19700336;10.197505;10.20368576;10.19282627
1.68E+01;338;2.00E-04;-5.68E-01;-7.90E-01;-1.56E-01;-6.51E-02;1.02E+01;10.23876286;10.23676682;10.29114151;10.28627968
1.68E+01;338;2.00E-04;-7.51E-01;-1.02E+00;-1.98E-01;-7.23E-02;1.03E+01;10.30678177;10.30503082;10.42816734;10.42955303
1.68E+01;338;2.00E-04;-9.81E-01;-1.32E+00;-2.50E-01;-8.14E-02;1.05E+01;10.50246429;10.50396347;10.51910591;10.53360367
1.68E+01;338;2.00E-04;-1.27E+00;-1.68E+00;-3.14E-01;-9.24E-02;1.06E+01;10.60497093;10.61547279;10.68299484;10.67574978
1.68E+01;338;2.00E-04;-1.62E+00;-2.12E+00;-3.92E-01;-1.06E-01;1.07E+01;10.69998169;10.70248222;10.77207279;10.77640152
1.68E+01;338;2.00E-04;-2.03E+00;-2.61E+00;-4.84E-01;-8.18E-02;1.08E+01;10.83978081;10.91203117;10.83486938;10.85700226
1.68E+01;338;2.00E-04;-2.53E+00;-3.24E+00;-5.92E-01;-1.00E-01;1.09E+01;10.95853138;10.94753551;10.98975563;11.00642109
1.68E+01;338;2.00E-04;-3.10E+00;-3.96E+00;-7.14E-01;-1.21E-01;1.10E+01;11.05401802;11.04152298;11.13022423;11.16525841
1.68E+01;338;2.00E-04;-3.74E+00;-4.77E+00;-8.51E-01;-1.45E-01;1.11E+01;11.17673397;11.19223022;11.22535229;11.26735497
1.68E+01;338;2.00E-04;-4.43E+00;-5.65E+00;-9.98E-01;-1.72E-01;1.13E+01;11.25949097;11.24523449;11.32304668;11.33427048
1.68E+01;338;2.00E-04;-5.16E+00;-6.58E+00;-1.16E+00;-1.89E-01;1.14E+01;11.29874802;11.3002491;11.4520874;11.4956398
1.68E+01;338;2.00E-04;-5.90E+00;-7.54E+00;-1.34E+00;-2.11E-01;1.15E+01;11.49778461;11.49803543;11.60091496;11.65751362
1.68E+01;338;2.00E-04;-6.62E+00;-8.53E+00;-1.51E+00;-2.79E-01;1.16E+01;11.69503212;11.69653416;11.74303818;11.79277134
1.68E+01;338;2.00E-04;-7.31E+00;-9.45E+00;-1.67E+00;-3.10E-01;1.17E+01;11.76251507;11.7747612;11.85259628;11.99266243
1.68E+01;338;2.00E-04;-7.96E+00;-1.03E+01;-1.84E+00;-3.41E-01;1.18E+01;11.9024992;11.96199226;12.06303978;12.19356155
1.68E+01;338;2.00E-04;-8.57E+00;-1.12E+01;-2.00E+00;-3.71E-01;1.20E+01;12.00574207;12.06050873;12.22276497;12.29183865
1.68E+01;338;2.00E-04;-9.14E+00;-1.20E+01;-2.17E+00;-3.97E-01;1.21E+01;12.19954491;12.20029354;12.31485558;12.37065697
1.68E+01;338;2.00E-04;-9.69E+00;-1.28E+01;-2.34E+00;-4.74E-01;1.22E+01;12.31851768;12.30201626;12.48723698;12.50979805
1.68E+01;338;2.00E-04;-1.02E+01;-1.36E+01;-2.52E+00;-4.73E-01;1.23E+01;12.45950222;12.43850327;12.58143616;12.69284344
1.68E+01;338;2.00E-04;-1.08E+01;-1.44E+01;-2.70E+00;-5.11E-01;1.24E+01;12.53624725;12.54124451;12.7193346;12.79691601
1.68E+01;338;2.00E-04;-1.14E+01;-1.53E+01;-2.91E+00;-5.32E-01;1.25E+01;12.69748211;12.69423199;12.81018925;12.83827496
1.68E+01;338;2.00E-04;-1.21E+01;-1.63E+01;-3.12E+00;-6.12E-01;1.26E+01;12.89148521;12.78495693;12.97624588;12.99165344
1.68E+01;338;2.00E-04;-1.28E+01;-1.73E+01;-3.31E+00;-6.75E-01;1.28E+01;12.98426342;12.97375393;13.08092785;13.19451904
1.68E+01;338;2.00E-04;-1.35E+01;-1.83E+01;-3.52E+00;-6.68E-01;1.29E+01;13.13550663;13.13675213;13.18933392;13.23433876
1.68E+01;338;2.00E-04;-1.42E+01;-1.94E+01;-3.74E+00;-7.02E-01;1.30E+01;13.19774723;13.20524597;13.30095768;13.31471252
1.68E+01;338;2.00E-04;-1.50E+01;-2.06E+01;-3.96E+00;-8.01E-01;1.31E+01;13.30121422;13.30421448;13.44996548;13.49837589
1.68E+01;338;2.00E-04;-1.59E+01;-2.17E+01;-4.17E+00;-8.50E-01;1.32E+01;13.48519516;13.48519897;13.61506939;13.69341183
1.68E+01;338;2.00E-04;-1.67E+01;-2.29E+01;-4.39E+00;-9.00E-01;1.33E+01;13.64200211;13.68876648;13.68345165;13.74432087
1.68E+01;338;2.00E-04;-1.76E+01;-2.42E+01;-4.60E+00;-9.51E-01;1.34E+01;13.76777649;13.77502537;13.81280231;13.82452965
1.68E+01;338;2.00E-04;-1.85E+01;-2.54E+01;-4.82E+00;-9.97E-01;1.36E+01;13.86175632;13.9049921;13.98771;13.98907375
1.68E+01;338;2.00E-04;-1.94E+01;-2.67E+01;-5.01E+00;-1.07E+00;1.37E+01;13.99946117;13.99896145;13.98328972;13.98658848
1.68E+01;338;2.00E-04;-2.03E+01;-2.80E+01;-5.24E+00;-1.09E+00;1.38E+01;13.98771191;13.99296093;13.99794292;13.99910641
1.68E+01;338;2.00E-04;-2.13E+01;-2.93E+01;-5.42E+00;-1.16E+00;1.39E+01;13.97021198;13.97946453;13.99608231;13.99910641
1.51E+01;294;3.50E-04;-2.39E-02;-1.15E+00;-1.01E+00;-1.07E-01;1.04E+01;10.42698956;10.47548103;10.62318134;10.55038738
1.51E+01;294;3.50E-04;-2.90E-02;-1.40E+00;-1.26E+00;-1.09E-01;1.06E+01;10.5317173;10.55896854;10.71593571;10.67970276
1.51E+01;294;3.50E-04;-3.46E-02;-1.70E+00;-1.56E+00;-9.73E-02;1.07E+01;10.70048332;10.71823788;10.8069706;10.62483501
1.51E+01;294;3.50E-04;-4.06E-02;-2.03E+00;-1.93E+00;-6.12E-02;1.08E+01;10.75375843;10.79476643;10.97135639;10.62974548
1.51E+01;294;3.50E-04;-4.61E-02;-2.41E+00;-2.36E+00;-6.27E-03;1.09E+01;10.84703064;10.89203167;11.13743877;10.8857975
1.51E+01;294;3.50E-04;-5.00E-02;-2.86E+00;-2.84E+00;3.45E-02;1.10E+01;11.02852249;11.0467701;11.29896069;10.76626205
1.51E+01;294;3.50E-04;-5.02E-02;-3.28E+00;-3.40E+00;1.63E-01;1.11E+01;11.08951187;11.15624332;11.34123516;10.75226116
1.51E+01;294;3.50E-04;-4.33E-02;-3.69E+00;-4.01E+00;3.51E-01;1.12E+01;11.22698689;11.25149059;11.34030247;10.88623238
1.51E+01;294;3.50E-04;-2.44E-02;-4.10E+00;-4.66E+00;5.57E-01;1.13E+01;11.26974583;11.32950306;11.33387947;10.54513264
1.51E+01;294;3.50E-04;1.34E-02;-4.37E+00;-5.34E+00;9.08E-01;1.14E+01;11.40701389;11.39976692;11.34459686;11.08837986
1.51E+01;294;3.50E-04;7.89E-02;-4.49E+00;-6.03E+00;1.37E+00;1.15E+01;11.48877144;11.53303146;11.45743561;11.48512077
1.51E+01;294;3.50E-04;1.82E-01;-4.41E+00;-6.72E+00;1.98E+00;1.16E+01;11.65102863;11.63252449;11.53767014;11.63586235
1.51E+01;294;3.50E-04;3.31E-01;-4.00E+00;-7.36E+00;2.80E+00;1.17E+01;11.75851536;11.80175972;11.71280861;11.77694511
1.51E+01;294;3.50E-04;5.30E-01;-3.26E+00;-7.94E+00;3.82E+00;1.18E+01;11.87849808;11.87349892;11.80421734;11.83171463
1.51E+01;294;3.50E-04;7.72E-01;-2.18E+00;-8.43E+00;5.03E+00;1.20E+01;11.97274399;11.97175026;11.91421318;11.98470688
1.51E+01;294;3.50E-04;1.04E+00;-1.01E+00;-8.79E+00;6.18E+00;1.21E+01;12.13477802;12.06275654;12.04001522;12.15667057
1.51E+01;294;3.50E-04;1.31E+00;-5.21E-02;-8.99E+00;6.98E+00;1.22E+01;12.20677948;12.16076565;12.14371967;12.24061966
1.51E+01;294;3.50E-04;1.57E+00;7.33E-01;-8.98E+00;7.46E+00;1.23E+01;12.28527069;12.27927208;12.27509212;12.41488552
1.51E+01;294;3.50E-04;1.80E+00;1.37E+00;-8.66E+00;7.56E+00;1.24E+01;12.39300823;12.39500809;12.40046501;12.59887695
1.51E+01;294;3.50E-04;2.02E+00;1.82E+00;-7.92E+00;7.16E+00;1.25E+01;12.49450111;12.49449825;12.51561356;12.7446413
1.51E+01;294;3.50E-04;2.22E+00;2.30E+00;-6.52E+00;6.19E+00;1.26E+01;12.66048717;12.67698669;12.69888496;12.79088402
1.51E+01;294;3.50E-04;2.42E+00;2.72E+00;-4.41E+00;4.51E+00;1.27E+01;12.71972561;12.7187233;12.76745319;12.94275475
1.51E+01;294;3.50E-04;2.63E+00;3.11E+00;-3.11E+00;3.49E+00;1.28E+01;12.77696514;12.79821396;12.92811871;13.12954998
1.51E+01;294;3.50E-04;2.85E+00;3.52E+00;-2.63E+00;3.24E+00;1.29E+01;12.83472729;12.86097908;13.12769127;13.19887638
1.51E+01;294;3.50E-04;3.08E+00;3.97E+00;-2.30E+00;3.15E+00;1.30E+01;12.95375156;13.01450729;13.2463007;13.26421452
1.51E+01;294;3.50E-04;3.32E+00;4.34E+00;-1.97E+00;2.97E+00;1.31E+01;13.03625393;13.08225632;13.36767101;13.45880318
1.51E+01;294;3.50E-04;3.57E+00;4.77E+00;-1.63E+00;2.83E+00;1.32E+01;13.15749264;13.20424557;13.60158253;13.67135334
1.51E+01;294;3.50E-04;3.82E+00;5.24E+00;-1.30E+00;2.73E+00;1.33E+01;13.24298191;13.25397587;13.64205456;13.6976347
1.51E+01;294;3.50E-04;4.07E+00;5.62E+00;-9.64E-01;2.55E+00;1.35E+01;13.4344759;13.3864584;13.76348305;13.77464867
1.51E+01;294;3.50E-04;4.33E+00;6.11E+00;-6.33E-01;2.47E+00;1.36E+01;13.56624031;13.51746082;13.9521246;13.9542141
1.51E+01;294;3.50E-04;4.59E+00;6.56E+00;-3.12E-01;2.37E+00;1.37E+01;13.61924076;13.61548138;13.98165894;13.98607922
1.51E+01;294;3.50E-04;4.85E+00;7.02E+00;2.38E-03;2.28E+00;1.38E+01;13.75302315;13.74352551;13.99026775;13.98817062
1.51E+01;294;3.50E-04;5.10E+00;7.51E+00;3.11E-01;2.24E+00;1.39E+01;13.81626701;13.81376934;13.9935236;13.99166298
1.51E+01;294;3.50E-04;5.34E+00;8.02E+00;6.16E-01;2.23E+00;1.40E+01;13.93898106;13.95097923;13.99259472;13.99212837
1.51E+01;304;3.50E-04;7.06E-03;-1.18E+00;-1.08E+00;-1.02E-01;1.04E+01;10.48946953;10.52071762;10.66083527;10.23268986
1.51E+01;304;3.50E-04;9.95E-03;-1.43E+00;-1.35E+00;-9.78E-02;1.06E+01;10.58747292;10.64022732;10.7185688;10.32133579
