X GE200N GE300N Orion400N Orion600N Orion700N Osram200N Osram400N Osram600N Osram700N
9.85000E+2 5.56398E-1 5.95514E-1 4.54635E-1 4.69719E-1 4.80760E-1 2.55391E-1 2.57430E-1 2.82957E-1 2.84534E-1
9.86000E+2 5.63620E-1 6.02872E-1 4.54348E-1 4.69601E-1 4.80298E-1 2.61564E-1 2.63231E-1 2.89674E-1 2.90654E-1
9.87000E+2 5.70502E-1 6.10283E-1 4.54129E-1 4.69626E-1 4.79906E-1 2.68014E-1 2.69107E-1 2.96547E-1 2.97089E-1
9.88000E+2 5.77104E-1 6.17682E-1 4.53994E-1 4.69795E-1 4.79594E-1 2.74751E-1 2.75076E-1 3.03584E-1 3.03827E-1
9.89000E+2 5.83501E-1 6.25021E-1 4.53956E-1 4.70113E-1 4.79370E-1 2.81788E-1 2.81187E-1 3.10797E-1 3.10850E-1
9.90000E+2 5.89744E-1 6.32234E-1 4.54029E-1 4.70573E-1 4.79243E-1 2.89133E-1 2.87483E-1 3.18210E-1 3.18142E-1
9.91000E+2 5.95909E-1 6.39274E-1 4.54222E-1 4.71179E-1 4.79221E-1 2.96796E-1 2.94006E-1 3.25835E-1 3.25684E-1
9.92000E+2 6.02050E-1 6.46072E-1 4.54560E-1 4.71926E-1 4.79319E-1 3.04788E-1 3.00801E-1 3.33692E-1 3.33457E-1
9.93000E+2 6.08244E-1 6.52575E-1 4.55052E-1 4.72811E-1 4.79536E-1 3.13117E-1 3.07912E-1 3.41800E-1 3.41445E-1
9.94000E+2 6.14526E-1 6.58735E-1 4.55707E-1 4.73836E-1 4.79885E-1 3.21795E-1 3.15381E-1 3.50176E-1 3.49630E-1
9.95000E+2 6.20875E-1 6.64561E-1 4.56544E-1 4.75003E-1 4.80380E-1 3.30818E-1 3.23232E-1 3.58830E-1 3.57996E-1
9.96000E+2 6.27220E-1 6.70068E-1 4.57558E-1 4.76317E-1 4.81031E-1 3.40136E-1 3.31411E-1 3.67741E-1 3.66533E-1
9.97000E+2 6.33497E-1 6.75272E-1 4.58750E-1 4.77802E-1 4.81858E-1 3.49691E-1 3.39844E-1 3.76884E-1 3.75231E-1
9.98000E+2 6.39642E-1 6.80202E-1 4.60116E-1 4.79470E-1 4.82882E-1 3.59429E-1 3.48467E-1 3.86236E-1 3.84083E-1
9.99000E+2 6.45599E-1 6.84877E-1 4.61648E-1 4.81343E-1 4.84122E-1 3.69293E-1 3.57215E-1 3.95778E-1 3.93077E-1
1.00000E+3 6.51304E-1 6.89323E-1 4.63347E-1 4.83440E-1 4.85598E-1 3.79230E-1 3.66022E-1 4.05481E-1 4.02215E-1
1.00100E+3 6.56684E-1 6.93559E-1 4.65210E-1 4.85777E-1 4.87327E-1 3.89182E-1 3.74820E-1 4.15325E-1 4.11479E-1
1.00200E+3 6.61695E-1 6.97594E-1 4.67224E-1 4.88362E-1 4.89322E-1 3.99089E-1 3.83537E-1 4.25280E-1 4.20862E-1
1.00300E+3 6.66339E-1 7.01442E-1 4.69390E-1 4.91219E-1 4.91607E-1 4.08927E-1 3.92155E-1 4.35333E-1 4.30353E-1
1.00400E+3 6.70662E-1 7.05109E-1 4.71733E-1 4.94343E-1 4.94183E-1 4.18744E-1 4.00742E-1 4.45490E-1 4.39957E-1
1.00500E+3 6.74661E-1 7.08583E-1 4.74260E-1 4.97703E-1 4.97018E-1 4.28569E-1 4.09377E-1 4.55741E-1 4.49664E-1
1.00600E+3 6.78369E-1 7.11867E-1 4.77000E-1 5.01276E-1 5.00100E-1 4.38455E-1 4.18132E-1 4.66092E-1 4.59463E-1
1.00700E+3 6.81815E-1 7.14961E-1 4.79965E-1 5.05043E-1 5.03410E-1 4.48440E-1 4.27088E-1 4.76542E-1 4.69356E-1
1.00800E+3 6.85004E-1 7.17870E-1 4.83185E-1 5.08976E-1 5.06927E-1 4.58571E-1 4.36320E-1 4.87090E-1 4.79330E-1
1.00900E+3 6.87985E-1 7.20593E-1 4.86677E-1 5.13057E-1 5.10637E-1 4.68895E-1 4.45908E-1 4.97738E-1 4.89389E-1
1.01000E+3 6.90762E-1 7.23131E-1 4.90466E-1 5.17265E-1 5.14521E-1 4.79451E-1 4.55929E-1 5.08490E-1 4.99525E-1
1.01100E+3 6.93350E-1 7.25491E-1 4.94571E-1 5.21576E-1 5.18563E-1 4.90257E-1 4.66402E-1 5.19338E-1 5.09733E-1
1.01200E+3 6.95774E-1 7.27665E-1 4.98982E-1 5.26001E-1 5.22760E-1 5.01262E-1 4.77235E-1 5.30264E-1 5.20006E-1
1.01300E+3 6.98022E-1 7.29658E-1 5.03671E-1 5.30577E-1 5.27128E-1 5.12423E-1 4.88322E-1 5.41243E-1 5.30334E-1
1.01400E+3 7.00116E-1 7.31469E-1 5.08599E-1 5.35350E-1 5.31689E-1 5.23690E-1 4.99562E-1 5.52252E-1 5.40716E-1
1.01500E+3 7.02079E-1 7.33103E-1 5.13735E-1 5.40371E-1 5.36460E-1 5.35007E-1 5.10848E-1 5.63275E-1 5.51140E-1
1.01600E+3 7.03902E-1 7.34560E-1 5.19044E-1 5.45682E-1 5.41461E-1 5.46327E-1 5.22081E-1 5.74292E-1 5.61610E-1
1.01700E+3 7.05613E-1 7.35839E-1 5.24492E-1 5.51324E-1 5.46706E-1 5.57598E-1 5.33156E-1 5.85275E-1 5.72108E-1
1.01800E+3 7.07207E-1 7.36940E-1 5.30041E-1 5.57344E-1 5.52221E-1 5.68771E-1 5.43970E-1 5.96209E-1 5.82634E-1
1.01900E+3 7.08686E-1 7.37868E-1 5.35662E-1 5.63786E-1 5.58020E-1 5.79818E-1 5.54462E-1 6.07078E-1 5.93181E-1
1.02000E+3 7.10014E-1 7.38610E-1 5.41329E-1 5.70662E-1 5.64105E-1 5.90734E-1 5.64685E-1 6.17884E-1 6.03732E-1
1.02100E+3 7.11167E-1 7.39155E-1 5.47046E-1 5.77879E-1 5.70418E-1 6.01543E-1 5.74714E-1 6.28630E-1 6.14276E-1
1.02200E+3 7.12132E-1 7.39498E-1 5.52830E-1 5.85334E-1 5.76904E-1 6.12251E-1 5.84623E-1 6.39322E-1 6.24798E-1
1.02300E+3 7.12883E-1 7.39643E-1 5.58696E-1 5.92925E-1 5.83496E-1 6.22877E-1 5.94493E-1 6.49970E-1 6.35287E-1
1.02400E+3 7.13406E-1 7.39578E-1 5.64655E-1 6.00538E-1 5.90135E-1 6.33437E-1 6.04390E-1 6.60576E-1 6.45728E-1
1.02500E+3 7.13668E-1 7.39292E-1 5.70723E-1 6.08071E-1 5.96751E-1 6.43940E-1 6.14390E-1 6.71144E-1 6.56107E-1
1.02600E+3 7.13649E-1 7.38784E-1 5.76909E-1 6.15413E-1 6.03288E-1 6.54407E-1 6.24568E-1 6.81677E-1 6.66409E-1
1.02700E+3 7.13372E-1 7.38066E-1 5.83231E-1 6.22464E-1 6.09678E-1 6.64836E-1 6.34973E-1 6.92183E-1 6.76622E-1
1.02800E+3 7.12854E-1 7.37166E-1 5.89703E-1 6.29126E-1 6.15873E-1 6.75205E-1 6.45552E-1 7.02622E-1 6.86725E-1
1.02900E+3 7.12127E-1 7.36117E-1 5.96331E-1 6.35419E-1 6.21895E-1 6.85459E-1 6.56195E-1 7.12949E-1 6.96692E-1
1.03000E+3 7.11216E-1 7.34935E-1 6.03095E-1 6.41457E-1 6.27826E-1 6.95541E-1 6.66792E-1 7.23108E-1 7.06490E-1
1.03100E+3 7.10154E-1 7.33644E-1 6.09991E-1 6.47366E-1 6.33763E-1 7.05411E-1 6.77236E-1 7.33054E-1 7.16090E-1
1.03200E+3 7.08976E-1 7.32288E-1 6.17018E-1 6.53274E-1 6.39809E-1 7.15020E-1 6.87431E-1 7.42749E-1 7.25478E-1
1.03300E+3 7.07716E-1 7.30885E-1 6.24170E-1 6.59304E-1 6.46053E-1 7.24330E-1 6.97272E-1 7.52141E-1 7.34624E-1
1.03400E+3 7.06398E-1 7.29456E-1 6.31433E-1 6.65576E-1 6.52589E-1 7.33281E-1 7.06651E-1 7.61182E-1 7.43500E-1
1.03500E+3 7.05031E-1 7.28020E-1 6.38795E-1 6.72208E-1 6.59501E-1 7.41819E-1 7.15463E-1 7.69820E-1 7.52077E-1
1.03600E+3 7.03635E-1 7.26576E-1 6.46258E-1 6.79330E-1 6.66891E-1 7.49978E-1 7.23741E-1 7.78078E-1 7.60374E-1
1.03700E+3 7.02205E-1 7.25115E-1 6.53814E-1 6.87032E-1 6.74831E-1 7.57834E-1 7.31618E-1 7.86037E-1 7.68453E-1
1.03800E+3 7.00742E-1 7.23619E-1 6.61463E-1 6.95257E-1 6.83255E-1 7.65469E-1 7.39238E-1 7.93769E-1 7.76366E-1
1.03900E+3 6.99234E-1 7.22086E-1 6.69201E-1 7.03883E-1 6.92056E-1 7.72965E-1 7.46738E-1 8.01350E-1 7.84166E-1
1.04000E+3 6.97693E-1 7.20496E-1 6.77037E-1 7.12798E-1 7.01122E-1 7.80409E-1 7.54262E-1 8.08854E-1 7.91908E-1
1.04100E+3 6.96113E-1 7.18842E-1 6.84966E-1 7.21888E-1 7.10354E-1 7.87877E-1 7.61949E-1 8.16358E-1 7.99648E-1
1.04200E+3 6.94484E-1 7.17111E-1 6.92990E-1 7.31043E-1 7.19645E-1 7.95455E-1 7.69941E-1 8.23938E-1 8.07440E-1
1.04300E+3 6.92822E-1 7.15296E-1 7.01113E-1 7.40146E-1 7.28889E-1 8.03217E-1 7.78381E-1 8.31675E-1 8.15344E-1
1.04400E+3 6.91116E-1 7.13396E-1 7.09338E-1 7.49092E-1 7.37985E-1 8.11240E-1 7.87371E-1 8.39623E-1 8.23397E-1
1.04500E+3 6.89371E-1 7.11419E-1 7.17663E-1 7.57767E-1 7.46825E-1 8.19468E-1 7.96815E-1 8.47727E-1 8.31568E-1
1.04600E+3 6.87578E-1 7.09362E-1 7.26084E-1 7.66089E-1 7.55333E-1 8.27830E-1 8.06570E-1 8.55909E-1 8.39792E-1
1.04700E+3 6.85736E-1 7.07236E-1 7.34587E-1 7.74098E-1 7.63543E-1 8.36271E-1 8.16508E-1 8.64098E-1 8.48026E-1
1.04800E+3 6.83860E-1 7.05053E-1 7.43154E-1 7.81857E-1 7.71505E-1 8.44727E-1 8.26491E-1 8.72218E-1 8.56214E-1
1.04900E+3 6.81936E-1 7.02802E-1 7.51764E-1 7.89419E-1 7.79262E-1 8.53122E-1 8.36383E-1 8.80195E-1 8.64304E-1
1.05000E+3 6.79963E-1 7.00502E-1 7.60395E-1 7.96837E-1 7.86857E-1 8.61399E-1 8.46043E-1 8.87950E-1 8.72242E-1
1.05100E+3 6.77947E-1 6.98158E-1 7.69035E-1 8.04175E-1 7.94345E-1 8.69484E-1 8.55344E-1 8.95413E-1 8.79978E-1
1.05200E+3 6.75887E-1 6.95770E-1 7.77657E-1 8.11480E-1 8.01761E-1 8.77311E-1 8.64140E-1 9.02505E-1 8.87457E-1
1.05300E+3 6.73788E-1 6.93362E-1 7.86236E-1 8.18806E-1 8.09151E-1 8.84849E-1 8.72365E-1 9.09187E-1 8.94642E-1
1.05400E+3 6.71680E-1 6.90957E-1 7.94769E-1 8.26218E-1 8.16566E-1 8.92112E-1 8.80074E-1 9.15498E-1 9.01560E-1
1.05500E+3 6.69581E-1 6.88593E-1 8.03229E-1 8.33747E-1 8.24035E-1 8.99135E-1 8.87312E-1 9.21474E-1 9.08227E-1
1.05600E+3 6.67502E-1 6.86289E-1 8.11597E-1 8.41336E-1 8.31506E-1 9.05924E-1 8.94126E-1 9.27146E-1 9.14655E-1
1.05700E+3 6.65457E-1 6.84063E-1 8.19833E-1 8.48914E-1 8.38920E-1 9.12494E-1 9.00556E-1 9.32534E-1 9.20847E-1
1.05800E+3 6.63465E-1 6.81945E-1 8.27923E-1 8.56433E-1 8.46234E-1 9.18875E-1 9.06657E-1 9.37680E-1 9.26830E-1
1.05900E+3 6.61555E-1 6.79968E-1 8.35845E-1 8.63832E-1 8.53398E-1 9.25084E-1 9.12483E-1 9.42626E-1 9.32623E-1
1.06000E+3 6.59728E-1 6.78144E-1 8.43569E-1 8.71045E-1 8.60355E-1 9.31139E-1 9.18075E-1 9.47395E-1 9.38232E-1
1.06100E+3 6.58007E-1 6.76498E-1 8.51076E-1 8.78016E-1 8.67058E-1 9.37062E-1 9.23486E-1 9.52024E-1 9.43679E-1
1.06200E+3 6.56398E-1 6.75026E-1 8.58341E-1 8.84686E-1 8.73457E-1 9.42851E-1 9.28740E-1 9.56514E-1 9.48954E-1
1.06300E+3 6.54895E-1 6.73707E-1 8.65337E-1 8.90987E-1 8.79496E-1 9.48460E-1 9.33819E-1 9.60845E-1 9.54039E-1
1.06400E+3 6.53514E-1 6.72524E-1 8.72047E-1 8.96883E-1 8.85141E-1 9.53857E-1 9.38730E-1 9.64993E-1 9.58910E-1
1.06500E+3 6.52239E-1 6.71472E-1 8.78475E-1 9.02398E-1 8.90430E-1 9.59021E-1 9.43469E-1 9.68939E-1 9.63549E-1
1.06600E+3 6.51091E-1 6.70532E-1 8.84632E-1 9.07567E-1 8.95405E-1 9.63907E-1 9.48030E-1 9.72659E-1 9.67931E-1
1.06700E+3 6.50058E-1 6.69700E-1 8.90535E-1 9.12436E-1 9.00118E-1 9.68499E-1 9.52413E-1 9.76140E-1 9.72045E-1
1.06800E+3 6.49161E-1 6.68954E-1 8.96188E-1 9.17037E-1 9.04616E-1 9.72755E-1 9.56617E-1 9.79359E-1 9.75867E-1
1.06900E+3 6.48381E-1 6.68284E-1 9.01595E-1 9.21401E-1 9.08936E-1 9.76636E-1 9.60626E-1 9.82278E-1 9.79364E-1
1.07000E+3 6.47741E-1 6.67687E-1 9.06782E-1 9.25580E-1 9.13138E-1 9.80129E-1 9.64458E-1 9.84907E-1 9.82536E-1
1.07100E+3 6.47242E-1 6.67175E-1 9.11755E-1 9.29610E-1 9.17266E-1 9.83234E-1 9.68100E-1 9.87238E-1 9.85382E-1
1.07200E+3 6.46859E-1 6.66743E-1 9.16511E-1 9.33514E-1 9.21353E-1 9.85971E-1 9.71535E-1 9.89287E-1 9.87906E-1
1.07300E+3 6.46627E-1 6.66413E-1 9.21076E-1 9.37336E-1 9.25454E-1 9.88369E-1 9.74781E-1 9.91086E-1 9.90140E-1
1.07400E+3 6.46530E-1 6.66187E-1 9.25454E-1 9.41078E-1 9.29552E-1 9.90465E-1 9.77821E-1 9.92655E-1 9.92097E-1
1.07500E+3 6.46559E-1 6.66086E-1 9.29648E-1 9.44719E-1 9.33618E-1 9.92279E-1 9.80648E-1 9.94012E-1 9.93784E-1
1.07600E+3 6.46738E-1 6.66110E-1 9.33691E-1 9.48270E-1 9.37642E-1 9.93848E-1 9.83272E-1 9.95194E-1 9.95242E-1
1.07700E+3 6.47063E-1 6.66279E-1 9.37587E-1 9.51714E-1 9.41592E-1 9.95196E-1 9.85691E-1 9.96221E-1 9.96478E-1
1.07800E+3 6.47528E-1 6.66598E-1 9.41336E-1 9.55025E-1 9.45433E-1 9.96344E-1 9.87884E-1 9.97101E-1 9.97501E-1
1.07900E+3 6.48134E-1 6.67066E-1 9.44954E-1 9.58208E-1 9.49143E-1 9.97320E-1 9.89854E-1 9.97864E-1 9.98330E-1
1.08000E+3 6.48876E-1 6.67679E-1 9.48458E-1 9.61250E-1 9.52699E-1 9.98153E-1 9.91612E-1 9.98523E-1 9.98986E-1
1.08100E+3 6.49743E-1 6.68438E-1 9.51864E-1 9.64148E-1 9.56083E-1 9.98828E-1 9.93172E-1 9.99075E-1 9.99476E-1
1.08200E+3 6.50722E-1 6.69313E-1 9.55177E-1 9.66885E-1 9.59259E-1 9.99346E-1 9.94539E-1 9.99501E-1 9.99804E-1
1.08300E+3 6.51808E-1 6.70310E-1 9.58401E-1 9.69467E-1 9.62230E-1 9.99718E-1 9.95725E-1 9.99803E-1 9.99973E-1
1.08400E+3 6.52995E-1 6.71403E-1 9.61539E-1 9.71903E-1 9.65010E-1 9.99939E-1 9.96747E-1 9.99974E-1 1.00000E+0
1.08500E+3 6.54260E-1 6.72585E-1 9.64577E-1 9.74201E-1 9.67615E-1 1.00000E+0 9.97603E-1 1.00000E+0 9.99877E-1
1.08600E+3 6.55593E-1 6.73844E-1 9.67515E-1 9.76372E-1 9.70063E-1 9.99902E-1 9.98311E-1 9.99874E-1 9.99615E-1
1.08700E+3 6.57004E-1 6.75175E-1 9.70352E-1 9.78438E-1 9.72385E-1 9.99653E-1 9.98889E-1 9.99600E-1 9.99231E-1
1.08800E+3 6.58463E-1 6.76567E-1 9.73084E-1 9.80409E-1 9.74589E-1 9.99256E-1 9.99345E-1 9.99166E-1 9.98721E-1
1.08900E+3 6.59975E-1 6.78011E-1 9.75707E-1 9.82289E-1 9.76696E-1 9.98697E-1 9.99679E-1 9.98572E-1 9.98089E-1
1.09000E+3 6.61545E-1 6.79532E-1 9.78213E-1 9.84096E-1 9.78729E-1 9.97982E-1 9.99899E-1 9.97819E-1 9.97329E-1
1.09100E+3 6.63159E-1 6.81122E-1 9.80598E-1 9.85843E-1 9.80698E-1 9.97108E-1 1.00000E+0 9.96921E-1 9.96434E-1
1.09200E+3 6.64836E-1 6.82800E-1 9.82867E-1 9.87538E-1 9.82631E-1 9.96086E-1 9.99995E-1 9.95888E-1 9.95401E-1
1.09300E+3 6.66566E-1 6.84567E-1 9.85014E-1 9.89177E-1 9.84516E-1 9.94902E-1 9.99882E-1 9.94728E-1 9.94224E-1
1.09400E+3 6.68345E-1 6.86435E-1 9.87024E-1 9.90740E-1 9.86336E-1 9.93553E-1 9.99652E-1 9.93440E-1 9.92884E-1
1.09500E+3 6.70182E-1 6.88399E-1 9.88900E-1 9.92220E-1 9.88083E-1 9.92046E-1 9.99314E-1 9.92036E-1 9.91385E-1
1.09600E+3 6.72073E-1 6.90485E-1 9.90644E-1 9.93607E-1 9.89749E-1 9.90383E-1 9.98875E-1 9.90533E-1 9.89723E-1
1.09700E+3 6.74011E-1 6.92692E-1 9.92244E-1 9.94884E-1 9.91317E-1 9.88557E-1 9.98325E-1 9.88928E-1 9.87886E-1
1.09800E+3 6.76028E-1 6.95020E-1 9.93703E-1 9.96045E-1 9.92778E-1 9.86572E-1 9.97675E-1 9.87232E-1 9.85876E-1
1.09900E+3 6.78121E-1 6.97468E-1 9.95016E-1 9.97077E-1 9.94118E-1 9.84435E-1 9.96924E-1 9.85443E-1 9.83694E-1
1.10000E+3 6.80307E-1 7.00026E-1 9.96165E-1 9.97956E-1 9.95319E-1 9.82139E-1 9.96053E-1 9.83548E-1 9.81341E-1
1.10100E+3 6.82614E-1 7.02693E-1 9.97160E-1 9.98679E-1 9.96375E-1 9.79704E-1 9.95072E-1 9.81552E-1 9.78834E-1
1.10200E+3 6.85067E-1 7.05473E-1 9.98000E-1 9.99244E-1 9.97283E-1 9.77143E-1 9.93983E-1 9.79453E-1 9.76185E-1
1.10300E+3 6.87670E-1 7.08349E-1 9.98683E-1 9.99647E-1 9.98043E-1 9.74447E-1 9.92769E-1 9.77239E-1 9.73395E-1
1.10400E+3 6.90437E-1 7.11322E-1 9.99221E-1 9.99897E-1 9.98666E-1 9.71624E-1 9.91439E-1 9.74909E-1 9.70472E-1
1.10500E+3 6.93408E-1 7.14388E-1 9.99615E-1 1.00000E+0 9.99159E-1 9.68691E-1 9.89983E-1 9.72460E-1 9.67427E-1
1.10600E+3 6.96583E-1 7.17543E-1 9.99872E-1 9.99957E-1 9.99531E-1 9.65643E-1 9.88400E-1 9.69884E-1 9.64262E-1
1.10700E+3 6.99981E-1 7.20783E-1 1.00000E+0 9.99782E-1 9.99789E-1 9.62497E-1 9.86691E-1 9.67184E-1 9.60993E-1
1.10800E+3 7.03562E-1 7.24087E-1 9.99998E-1 9.99472E-1 9.99943E-1 9.59237E-1 9.84851E-1 9.64348E-1 9.57611E-1
1.10900E+3 7.07275E-1 7.27451E-1 9.99881E-1 9.99041E-1 1.00000E+0 9.55855E-1 9.82886E-1 9.61372E-1 9.54103E-1
1.11000E+3 7.11080E-1 7.30852E-1 9.99650E-1 9.98493E-1 9.99974E-1 9.52333E-1 9.80799E-1 9.58260E-1 9.50464E-1
1.11100E+3 7.14933E-1 7.34289E-1 9.99319E-1 9.97839E-1 9.99870E-1 9.48660E-1 9.78596E-1 9.55002E-1 9.46682E-1
1.11200E+3 7.18777E-1 7.37727E-1 9.98879E-1 9.97063E-1 9.99683E-1 9.44812E-1 9.76269E-1 9.51594E-1 9.42737E-1
1.11300E+3 7.22562E-1 7.41168E-1 9.98310E-1 9.96162E-1 9.99401E-1 9.40776E-1 9.73824E-1 9.48028E-1 9.38617E-1
1.11400E+3 7.26246E-1 7.44581E-1 9.97596E-1 9.95118E-1 9.99000E-1 9.36531E-1 9.71264E-1 9.44302E-1 9.34313E-1
1.11500E+3 7.29774E-1 7.47962E-1 9.96729E-1 9.93913E-1 9.98469E-1 9.32066E-1 9.68589E-1 9.40407E-1 9.29807E-1
1.11600E+3 7.33114E-1 7.51290E-1 9.95689E-1 9.92537E-1 9.97790E-1 9.27368E-1 9.65803E-1 9.36341E-1 9.25092E-1
1.11700E+3 7.36240E-1 7.54566E-1 9.94461E-1 9.90972E-1 9.96942E-1 9.22417E-1 9.62908E-1 9.32104E-1 9.20157E-1
1.11800E+3 7.39177E-1 7.57797E-1 9.93027E-1 9.89206E-1 9.95911E-1 9.17224E-1 9.59882E-1 9.27683E-1 9.15000E-1
1.11900E+3 7.41988E-1 7.61009E-1 9.91381E-1 9.87232E-1 9.94689E-1 9.11815E-1 9.56730E-1 9.23093E-1 9.09639E-1
1.12000E+3 7.44702E-1 7.64208E-1 9.89497E-1 9.85026E-1 9.93249E-1 9.06198E-1 9.53421E-1 9.18322E-1 9.04071E-1
1.12100E+3 7.47354E-1 7.67403E-1 9.87357E-1 9.82570E-1 9.91569E-1 9.00381E-1 9.49937E-1 9.13362E-1 8.98298E-1
1.12200E+3 7.49990E-1 7.70614E-1 9.84977E-1 9.79881E-1 9.89662E-1 8.94396E-1 9.46276E-1 9.08225E-1 8.92339E-1
1.12300E+3 7.52656E-1 7.73858E-1 9.82372E-1 9.76986E-1 9.87542E-1 8.88252E-1 9.42413E-1 9.02902E-1 8.86194E-1
1.12400E+3 7.55385E-1 7.77142E-1 9.79568E-1 9.73909E-1 9.85223E-1 8.81956E-1 9.38334E-1 8.97391E-1 8.79862E-1
1.12500E+3 7.58225E-1 7.80490E-1 9.76598E-1 9.70693E-1 9.82737E-1 8.75542E-1 9.34028E-1 8.91695E-1 8.73364E-1
1.12600E+3 7.61211E-1 7.83915E-1 9.73495E-1 9.67374E-1 9.80106E-1 8.69014E-1 9.29484E-1 8.85816E-1 8.66700E-1
1.12700E+3 7.64361E-1 7.87413E-1 9.70277E-1 9.63975E-1 9.77345E-1 8.62392E-1 9.24690E-1 8.79750E-1 8.59883E-1
1.12800E+3 7.67652E-1 7.90975E-1 9.66974E-1 9.60529E-1 9.74479E-1 8.55692E-1 9.19680E-1 8.73531E-1 8.52949E-1
1.12900E+3 7.71079E-1 7.94594E-1 9.63614E-1 9.57079E-1 9.71532E-1 8.48931E-1 9.14503E-1 8.67194E-1 8.45941E-1
1.13000E+3 7.74622E-1 7.98261E-1 9.60227E-1 9.53651E-1 9.68522E-1 8.42129E-1 9.09186E-1 8.60765E-1 8.38896E-1
1.13100E+3 7.78267E-1 8.01965E-1 9.56835E-1 9.50275E-1 9.65468E-1 8.35302E-1 9.03769E-1 8.54270E-1 8.31845E-1
1.13200E+3 7.81984E-1 8.05684E-1 9.53447E-1 9.46962E-1 9.62379E-1 8.28464E-1 8.98279E-1 8.47744E-1 8.24833E-1
1.13300E+3 7.85770E-1 8.09424E-1 9.50069E-1 9.43699E-1 9.59257E-1 8.21637E-1 8.92766E-1 8.41216E-1 8.17897E-1
1.13400E+3 7.89613E-1 8.13168E-1 9.46693E-1 9.40468E-1 9.56098E-1 8.14843E-1 8.87274E-1 8.34724E-1 8.11082E-1
1.13500E+3 7.93491E-1 8.16908E-1 9.43306E-1 9.37237E-1 9.52889E-1 8.08086E-1 8.81827E-1 8.28294E-1 8.04422E-1
1.13600E+3 7.97378E-1 8.20623E-1 9.39892E-1 9.33976E-1 9.49621E-1 8.01391E-1 8.76463E-1 8.21954E-1 7.97951E-1
1.13700E+3 8.01299E-1 8.24335E-1 9.36458E-1 9.30676E-1 9.46296E-1 7.94768E-1 8.71206E-1 8.15721E-1 7.91686E-1
1.13800E+3 8.05259E-1 8.28050E-1 9.32989E-1 9.27310E-1 9.42904E-1 7.88183E-1 8.66026E-1 8.09566E-1 7.85579E-1
1.13900E+3 8.09277E-1 8.31798E-1 9.29474E-1 9.23849E-1 9.39433E-1 7.81602E-1 8.60882E-1 8.03454E-1 7.79567E-1
1.14000E+3 8.13358E-1 8.35586E-1 9.25900E-1 9.20263E-1 9.35875E-1 7.74983E-1 8.55736E-1 7.97346E-1 7.73584E-1
1.14100E+3 8.17541E-1 8.39439E-1 9.22265E-1 9.16540E-1 9.32226E-1 7.68312E-1 8.50556E-1 7.91218E-1 7.67584E-1
1.14200E+3 8.21845E-1 8.43385E-1 9.18565E-1 9.12664E-1 9.28488E-1 7.61551E-1 8.45320E-1 7.85036E-1 7.61512E-1
1.14300E+3 8.26280E-1 8.47435E-1 9.14783E-1 9.08631E-1 9.24656E-1 7.54663E-1 8.39977E-1 7.78766E-1 7.55305E-1
1.14400E+3 8.30865E-1 8.51607E-1 9.10904E-1 9.04447E-1 9.20732E-1 7.47624E-1 8.34502E-1 7.72376E-1 7.48905E-1
1.14500E+3 8.35619E-1 8.55923E-1 9.06920E-1 9.00124E-1 9.16720E-1 7.40389E-1 8.28854E-1 7.65828E-1 7.42255E-1
1.14600E+3 8.40563E-1 8.60401E-1 9.02814E-1 8.95666E-1 9.12625E-1 7.32942E-1 8.23000E-1 7.59095E-1 7.35299E-1
1.14700E+3 8.45686E-1 8.65041E-1 8.98580E-1 8.91090E-1 9.08447E-1 7.25253E-1 8.16920E-1 7.52153E-1 7.28008E-1
1.14800E+3 8.50950E-1 8.69813E-1 8.94202E-1 8.86399E-1 9.04192E-1 7.17365E-1 8.10632E-1 7.45019E-1 7.20422E-1
1.14900E+3 8.56315E-1 8.74671E-1 8.89670E-1 8.81602E-1 8.99861E-1 7.09301E-1 8.04161E-1 7.37704E-1 7.12597E-1
1.15000E+3 8.61739E-1 8.79593E-1 8.84972E-1 8.76709E-1 8.95463E-1 7.01101E-1 7.97525E-1 7.30233E-1 7.04583E-1
1.15100E+3 8.67177E-1 8.84543E-1 8.80095E-1 8.71727E-1 8.90992E-1 6.92812E-1 7.90754E-1 7.22617E-1 6.96436E-1
1.15200E+3 8.72591E-1 8.89485E-1 8.75029E-1 8.66663E-1 8.86458E-1 6.84454E-1 7.83866E-1 7.14878E-1 6.88208E-1
1.15300E+3 8.77937E-1 8.94390E-1 8.69772E-1 8.61526E-1 8.81857E-1 6.76063E-1 7.76884E-1 7.07034E-1 6.79949E-1
1.15400E+3 8.83181E-1 8.99219E-1 8.64342E-1 8.56316E-1 8.77181E-1 6.67692E-1 7.69838E-1 6.99102E-1 6.71721E-1
1.15500E+3 8.88275E-1 9.03952E-1 8.58758E-1 8.51034E-1 8.72426E-1 6.59362E-1 7.62750E-1 6.91101E-1 6.63572E-1
1.15600E+3 8.93180E-1 9.08539E-1 8.53025E-1 8.45679E-1 8.67574E-1 6.51114E-1 7.55639E-1 6.83046E-1 6.55553E-1
1.15700E+3 8.97858E-1 9.12964E-1 8.47155E-1 8.40247E-1 8.62620E-1 6.42968E-1 7.48520E-1 6.74948E-1 6.47704E-1
1.15800E+3 9.02351E-1 9.17232E-1 8.41170E-1 8.34745E-1 8.57557E-1 6.34924E-1 7.41402E-1 6.66824E-1 6.40004E-1
