T Rsh logRsh n tauR logTR tauG logTG Voc ff
320 2.754E+6 6.440E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.862E-1 4.288E-1
320 2.754E+6 6.440E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.896E-1 4.288E-1
320 2.754E+6 6.440E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.929E-1 4.288E-1
320 2.754E+6 6.440E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.962E-1 4.289E-1
320 2.754E+6 6.440E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.995E-1 4.290E-1
320 2.754E+6 6.440E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.028E-1 4.291E-1
320 2.754E+6 6.440E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.061E-1 4.292E-1
320 2.754E+6 6.440E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.094E-1 4.294E-1
320 2.754E+6 6.440E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.127E-1 4.295E-1
320 2.754E+6 6.440E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.160E-1 4.298E-1
320 2.754E+6 6.440E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.192E-1 4.301E-1
320 2.754E+6 6.440E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.224E-1 4.304E-1
320 2.754E+6 6.440E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.256E-1 4.307E-1
320 2.754E+6 6.440E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.287E-1 4.311E-1
320 2.754E+6 6.440E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.318E-1 4.316E-1
320 2.754E+6 6.440E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.349E-1 4.321E-1
320 2.754E+6 6.440E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.379E-1 4.327E-1
320 2.754E+6 6.440E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.409E-1 4.334E-1
320 2.754E+6 6.440E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.438E-1 4.342E-1
320 2.754E+6 6.440E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.466E-1 4.350E-1
320 2.754E+6 6.440E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.494E-1 4.360E-1
320 2.754E+6 6.440E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.521E-1 4.371E-1
320 2.754E+6 6.440E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.547E-1 4.382E-1
320 2.754E+6 6.440E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.573E-1 4.395E-1
320 2.754E+6 6.440E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.598E-1 4.408E-1
320 2.754E+6 6.440E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.622E-1 4.423E-1
320 2.754E+6 6.440E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.644E-1 4.439E-1
320 2.754E+6 6.440E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.667E-1 4.455E-1
320 2.754E+6 6.440E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.688E-1 4.473E-1
320 2.754E+6 6.440E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.708E-1 4.492E-1
320 2.754E+6 6.440E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.728E-1 4.512E-1
320 2.754E+6 6.440E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.747E-1 4.533E-1
320 2.754E+6 6.440E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.764E-1 4.554E-1
320 2.754E+6 6.440E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.781E-1 4.577E-1
320 2.754E+6 6.440E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.797E-1 4.600E-1
320 2.754E+6 6.440E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.813E-1 4.624E-1
320 2.754E+6 6.440E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.827E-1 4.649E-1
320 2.754E+6 6.440E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.841E-1 4.674E-1
320 2.754E+6 6.440E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.854E-1 4.700E-1
320 2.754E+6 6.440E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.867E-1 4.726E-1
320 2.754E+6 6.440E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.879E-1 4.753E-1
320 2.754E+6 6.440E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.890E-1 4.780E-1
320 3.631E+6 6.560E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.596E-1 4.289E-1
320 3.631E+6 6.560E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.629E-1 4.289E-1
320 3.631E+6 6.560E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.663E-1 4.289E-1
320 3.631E+6 6.560E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.696E-1 4.288E-1
320 3.631E+6 6.560E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.729E-1 4.288E-1
320 3.631E+6 6.560E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.763E-1 4.288E-1
320 3.631E+6 6.560E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.796E-1 4.288E-1
320 3.631E+6 6.560E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.829E-1 4.288E-1
320 3.631E+6 6.560E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.863E-1 4.288E-1
320 3.631E+6 6.560E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.896E-1 4.289E-1
320 3.631E+6 6.560E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.929E-1 4.289E-1
320 3.631E+6 6.560E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.962E-1 4.289E-1
320 3.631E+6 6.560E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.995E-1 4.290E-1
320 3.631E+6 6.560E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.029E-1 4.291E-1
320 3.631E+6 6.560E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.061E-1 4.293E-1
320 3.631E+6 6.560E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.094E-1 4.294E-1
320 3.631E+6 6.560E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.127E-1 4.296E-1
320 3.631E+6 6.560E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.160E-1 4.298E-1
320 3.631E+6 6.560E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.192E-1 4.301E-1
320 3.631E+6 6.560E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.224E-1 4.304E-1
320 3.631E+6 6.560E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.256E-1 4.307E-1
320 3.631E+6 6.560E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.287E-1 4.311E-1
320 3.631E+6 6.560E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.318E-1 4.316E-1
320 3.631E+6 6.560E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.349E-1 4.322E-1
320 3.631E+6 6.560E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.379E-1 4.328E-1
320 3.631E+6 6.560E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.409E-1 4.335E-1
320 3.631E+6 6.560E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.438E-1 4.342E-1
320 3.631E+6 6.560E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.466E-1 4.351E-1
320 3.631E+6 6.560E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.494E-1 4.361E-1
320 3.631E+6 6.560E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.521E-1 4.371E-1
320 3.631E+6 6.560E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.547E-1 4.383E-1
320 3.631E+6 6.560E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.573E-1 4.395E-1
320 3.631E+6 6.560E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.598E-1 4.408E-1
320 3.631E+6 6.560E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.622E-1 4.423E-1
320 3.631E+6 6.560E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.645E-1 4.439E-1
320 3.631E+6 6.560E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.667E-1 4.456E-1
320 3.631E+6 6.560E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.688E-1 4.474E-1
320 3.631E+6 6.560E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.709E-1 4.492E-1
320 3.631E+6 6.560E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.728E-1 4.512E-1
320 3.631E+6 6.560E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.747E-1 4.533E-1
320 3.631E+6 6.560E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.764E-1 4.555E-1
320 3.631E+6 6.560E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.781E-1 4.577E-1
320 3.631E+6 6.560E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.797E-1 4.601E-1
320 3.631E+6 6.560E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.813E-1 4.625E-1
320 3.631E+6 6.560E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.827E-1 4.650E-1
320 3.631E+6 6.560E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.841E-1 4.675E-1
320 3.631E+6 6.560E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.855E-1 4.700E-1
320 3.631E+6 6.560E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.867E-1 4.727E-1
320 3.631E+6 6.560E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.879E-1 4.753E-1
320 3.631E+6 6.560E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.890E-1 4.780E-1
320 4.786E+6 6.680E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.596E-1 4.289E-1
320 4.786E+6 6.680E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.629E-1 4.289E-1
320 4.786E+6 6.680E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.663E-1 4.289E-1
320 4.786E+6 6.680E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.696E-1 4.288E-1
320 4.786E+6 6.680E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.729E-1 4.288E-1
320 4.786E+6 6.680E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.763E-1 4.288E-1
320 4.786E+6 6.680E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.796E-1 4.288E-1
320 4.786E+6 6.680E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.829E-1 4.288E-1
320 4.786E+6 6.680E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.863E-1 4.288E-1
320 4.786E+6 6.680E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.896E-1 4.289E-1
320 4.786E+6 6.680E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.929E-1 4.289E-1
320 4.786E+6 6.680E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.962E-1 4.290E-1
320 4.786E+6 6.680E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.995E-1 4.290E-1
320 4.786E+6 6.680E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.029E-1 4.291E-1
320 4.786E+6 6.680E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.062E-1 4.292E-1
320 4.786E+6 6.680E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.094E-1 4.294E-1
320 4.786E+6 6.680E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.127E-1 4.296E-1
320 4.786E+6 6.680E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.160E-1 4.298E-1
320 4.786E+6 6.680E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.192E-1 4.301E-1
320 4.786E+6 6.680E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.224E-1 4.304E-1
320 4.786E+6 6.680E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.256E-1 4.308E-1
320 4.786E+6 6.680E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.287E-1 4.312E-1
320 4.786E+6 6.680E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.318E-1 4.316E-1
320 4.786E+6 6.680E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.349E-1 4.322E-1
320 4.786E+6 6.680E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.379E-1 4.328E-1
320 4.786E+6 6.680E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.409E-1 4.335E-1
320 4.786E+6 6.680E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.438E-1 4.343E-1
320 4.786E+6 6.680E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.466E-1 4.351E-1
320 4.786E+6 6.680E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.494E-1 4.361E-1
320 4.786E+6 6.680E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.521E-1 4.371E-1
320 4.786E+6 6.680E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.547E-1 4.383E-1
320 4.786E+6 6.680E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.573E-1 4.395E-1
320 4.786E+6 6.680E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.598E-1 4.409E-1
320 4.786E+6 6.680E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.622E-1 4.424E-1
320 4.786E+6 6.680E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.645E-1 4.439E-1
320 4.786E+6 6.680E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.667E-1 4.456E-1
320 4.786E+6 6.680E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.688E-1 4.474E-1
320 4.786E+6 6.680E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.709E-1 4.493E-1
320 4.786E+6 6.680E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.728E-1 4.513E-1
320 4.786E+6 6.680E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.747E-1 4.534E-1
320 4.786E+6 6.680E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.764E-1 4.555E-1
320 4.786E+6 6.680E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.781E-1 4.578E-1
320 4.786E+6 6.680E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.797E-1 4.601E-1
320 4.786E+6 6.680E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.813E-1 4.625E-1
320 4.786E+6 6.680E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.827E-1 4.650E-1
320 4.786E+6 6.680E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.841E-1 4.675E-1
320 4.786E+6 6.680E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.855E-1 4.701E-1
320 4.786E+6 6.680E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.867E-1 4.727E-1
320 4.786E+6 6.680E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.879E-1 4.754E-1
320 4.786E+6 6.680E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.890E-1 4.781E-1
320 6.310E+6 6.800E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.596E-1 4.290E-1
320 6.310E+6 6.800E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.629E-1 4.289E-1
320 6.310E+6 6.800E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.663E-1 4.289E-1
320 6.310E+6 6.800E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.696E-1 4.289E-1
320 6.310E+6 6.800E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.729E-1 4.289E-1
320 6.310E+6 6.800E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.763E-1 4.288E-1
320 6.310E+6 6.800E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.796E-1 4.288E-1
320 6.310E+6 6.800E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.829E-1 4.288E-1
320 6.310E+6 6.800E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.863E-1 4.288E-1
320 6.310E+6 6.800E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.896E-1 4.289E-1
320 6.310E+6 6.800E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.929E-1 4.289E-1
320 6.310E+6 6.800E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.962E-1 4.290E-1
320 6.310E+6 6.800E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.995E-1 4.291E-1
320 6.310E+6 6.800E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.029E-1 4.292E-1
320 6.310E+6 6.800E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.062E-1 4.293E-1
320 6.310E+6 6.800E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.094E-1 4.294E-1
320 6.310E+6 6.800E+0 2.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.127E-1 4.296E-1
320 6.310E+6 6.800E+0 2.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.160E-1 4.299E-1
320 6.310E+6 6.800E+0 2.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.192E-1 4.301E-1
320 6.310E+6 6.800E+0 2.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.224E-1 4.304E-1
320 6.310E+6 6.800E+0 2.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.256E-1 4.308E-1
320 6.310E+6 6.800E+0 2.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.287E-1 4.312E-1
320 6.310E+6 6.800E+0 2.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.318E-1 4.317E-1
320 6.310E+6 6.800E+0 2.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.349E-1 4.322E-1
320 6.310E+6 6.800E+0 2.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.379E-1 4.328E-1
320 6.310E+6 6.800E+0 3.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.409E-1 4.335E-1
320 6.310E+6 6.800E+0 3.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.438E-1 4.343E-1
320 6.310E+6 6.800E+0 3.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.466E-1 4.352E-1
320 6.310E+6 6.800E+0 3.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.494E-1 4.361E-1
320 6.310E+6 6.800E+0 3.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.521E-1 4.371E-1
320 6.310E+6 6.800E+0 3.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.548E-1 4.383E-1
320 6.310E+6 6.800E+0 3.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.573E-1 4.395E-1
320 6.310E+6 6.800E+0 3.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.598E-1 4.409E-1
320 6.310E+6 6.800E+0 3.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.622E-1 4.424E-1
320 6.310E+6 6.800E+0 3.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.645E-1 4.440E-1
320 6.310E+6 6.800E+0 3.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.667E-1 4.456E-1
320 6.310E+6 6.800E+0 3.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.688E-1 4.474E-1
320 6.310E+6 6.800E+0 3.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.709E-1 4.493E-1
320 6.310E+6 6.800E+0 3.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.728E-1 4.513E-1
320 6.310E+6 6.800E+0 3.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.747E-1 4.534E-1
320 6.310E+6 6.800E+0 3.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.764E-1 4.556E-1
320 6.310E+6 6.800E+0 3.640E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.781E-1 4.578E-1
320 6.310E+6 6.800E+0 3.680E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.797E-1 4.601E-1
320 6.310E+6 6.800E+0 3.720E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.813E-1 4.626E-1
320 6.310E+6 6.800E+0 3.760E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.827E-1 4.650E-1
320 6.310E+6 6.800E+0 3.800E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.841E-1 4.675E-1
320 6.310E+6 6.800E+0 3.840E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.855E-1 4.701E-1
320 6.310E+6 6.800E+0 3.880E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.867E-1 4.728E-1
320 6.310E+6 6.800E+0 3.920E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.879E-1 4.754E-1
320 6.310E+6 6.800E+0 3.960E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.890E-1 4.781E-1
320 8.318E+6 6.920E+0 2.000E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.596E-1 4.290E-1
320 8.318E+6 6.920E+0 2.040E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.629E-1 4.289E-1
320 8.318E+6 6.920E+0 2.080E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.663E-1 4.289E-1
320 8.318E+6 6.920E+0 2.120E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.696E-1 4.289E-1
320 8.318E+6 6.920E+0 2.160E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.729E-1 4.289E-1
320 8.318E+6 6.920E+0 2.200E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.763E-1 4.288E-1
320 8.318E+6 6.920E+0 2.240E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.796E-1 4.288E-1
320 8.318E+6 6.920E+0 2.280E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.829E-1 4.289E-1
320 8.318E+6 6.920E+0 2.320E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.863E-1 4.289E-1
320 8.318E+6 6.920E+0 2.360E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.896E-1 4.289E-1
320 8.318E+6 6.920E+0 2.400E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.929E-1 4.289E-1
320 8.318E+6 6.920E+0 2.440E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.962E-1 4.290E-1
320 8.318E+6 6.920E+0 2.480E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 1.995E-1 4.291E-1
320 8.318E+6 6.920E+0 2.520E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.029E-1 4.292E-1
320 8.318E+6 6.920E+0 2.560E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.062E-1 4.293E-1
320 8.318E+6 6.920E+0 2.600E+0 3.000E-6 -5.523E+0 5.000E-8 -7.301E+0 2.094E-1 4.294E-1
