delta fi L
274 94 -5.850E-3
274 96 -5.788E-3
274 98 -5.701E-3
274 100 -5.590E-3
274 102 -5.455E-3
274 104 -5.297E-3
274 106 -5.117E-3
274 108 -4.916E-3
274 110 -4.694E-3
274 112 -4.453E-3
274 114 -4.194E-3
274 116 -3.918E-3
274 118 -3.626E-3
274 120 -3.320E-3
274 122 -3.001E-3
274 124 -2.671E-3
274 126 -2.331E-3
274 128 -1.983E-3
274 130 -1.629E-3
274 132 -1.270E-3
274 134 -9.079E-4
274 136 -5.451E-4
274 138 -1.828E-4
274 140 1.770E-4
274 142 5.327E-4
274 144 8.825E-4
274 146 1.225E-3
274 148 1.557E-3
274 150 1.879E-3
274 152 2.189E-3
274 154 2.484E-3
274 156 2.764E-3
274 158 3.027E-3
274 160 3.271E-3
274 162 3.496E-3
274 164 3.701E-3
274 166 3.884E-3
274 168 4.045E-3
274 170 4.182E-3
274 172 4.295E-3
274 174 4.384E-3
274 176 4.447E-3
274 178 4.485E-3
274 180 4.498E-3
276 0 4.367E-3
276 2 4.354E-3
276 4 4.317E-3
276 6 4.256E-3
276 8 4.170E-3
276 10 4.060E-3
276 12 3.927E-3
276 14 3.771E-3
276 16 3.593E-3
276 18 3.395E-3
276 20 3.176E-3
276 22 2.939E-3
276 24 2.684E-3
276 26 2.412E-3
276 28 2.125E-3
276 30 1.825E-3
276 32 1.513E-3
276 34 1.190E-3
276 36 8.575E-4
276 38 5.180E-4
276 40 1.728E-4
276 42 -1.766E-4
276 44 -5.282E-4
276 46 -8.805E-4
276 48 -1.232E-3
276 50 -1.580E-3
276 52 -1.924E-3
276 54 -2.262E-3
276 56 -2.592E-3
276 58 -2.912E-3
276 60 -3.222E-3
276 62 -3.519E-3
276 64 -3.802E-3
276 66 -4.071E-3
276 68 -4.322E-3
276 70 -4.556E-3
276 72 -4.772E-3
276 74 -4.967E-3
276 76 -5.142E-3
276 78 -5.295E-3
276 80 -5.426E-3
276 82 -5.534E-3
276 84 -5.618E-3
276 86 -5.679E-3
276 88 -5.715E-3
276 90 -5.727E-3
276 92 -5.715E-3
276 94 -5.679E-3
276 96 -5.618E-3
276 98 -5.534E-3
276 100 -5.426E-3
276 102 -5.295E-3
276 104 -5.142E-3
276 106 -4.967E-3
276 108 -4.772E-3
276 110 -4.556E-3
276 112 -4.322E-3
276 114 -4.071E-3
276 116 -3.802E-3
276 118 -3.519E-3
276 120 -3.222E-3
276 122 -2.912E-3
276 124 -2.592E-3
276 126 -2.262E-3
276 128 -1.924E-3
276 130 -1.580E-3
276 132 -1.232E-3
276 134 -8.805E-4
276 136 -5.282E-4
276 138 -1.766E-4
276 140 1.728E-4
276 142 5.180E-4
276 144 8.575E-4
276 146 1.190E-3
276 148 1.513E-3
276 150 1.825E-3
276 152 2.125E-3
276 154 2.412E-3
276 156 2.684E-3
276 158 2.939E-3
276 160 3.176E-3
276 162 3.395E-3
276 164 3.593E-3
276 166 3.771E-3
276 168 3.927E-3
276 170 4.060E-3
276 172 4.170E-3
276 174 4.256E-3
276 176 4.317E-3
276 178 4.354E-3
276 180 4.367E-3
278 0 4.236E-3
278 2 4.224E-3
278 4 4.188E-3
278 6 4.128E-3
278 8 4.044E-3
278 10 3.938E-3
278 12 3.809E-3
278 14 3.658E-3
278 16 3.486E-3
278 18 3.293E-3
278 20 3.081E-3
278 22 2.851E-3
278 24 2.604E-3
278 26 2.340E-3
278 28 2.062E-3
278 30 1.771E-3
278 32 1.468E-3
278 34 1.155E-3
278 36 8.326E-4
278 38 5.033E-4
278 40 1.684E-4
278 42 -1.704E-4
278 44 -5.114E-4
278 46 -8.531E-4
278 48 -1.194E-3
278 50 -1.532E-3
278 52 -1.865E-3
278 54 -2.193E-3
278 56 -2.513E-3
278 58 -2.824E-3
278 60 -3.124E-3
278 62 -3.413E-3
278 64 -3.688E-3
278 66 -3.948E-3
278 68 -4.192E-3
278 70 -4.419E-3
278 72 -4.628E-3
278 74 -4.818E-3
278 76 -4.987E-3
278 78 -5.136E-3
278 80 -5.262E-3
278 82 -5.367E-3
278 84 -5.449E-3
278 86 -5.508E-3
278 88 -5.543E-3
278 90 -5.555E-3
278 92 -5.543E-3
278 94 -5.508E-3
278 96 -5.449E-3
278 98 -5.367E-3
278 100 -5.262E-3
278 102 -5.136E-3
278 104 -4.987E-3
278 106 -4.818E-3
278 108 -4.628E-3
278 110 -4.419E-3
278 112 -4.192E-3
278 114 -3.948E-3
278 116 -3.688E-3
278 118 -3.413E-3
278 120 -3.124E-3
278 122 -2.824E-3
278 124 -2.513E-3
278 126 -2.193E-3
278 128 -1.865E-3
278 130 -1.532E-3
278 132 -1.194E-3
278 134 -8.531E-4
278 136 -5.114E-4
278 138 -1.704E-4
278 140 1.684E-4
278 142 5.033E-4
278 144 8.326E-4
278 146 1.155E-3
278 148 1.468E-3
278 150 1.771E-3
278 152 2.062E-3
278 154 2.340E-3
278 156 2.604E-3
278 158 2.851E-3
278 160 3.081E-3
278 162 3.293E-3
278 164 3.486E-3
278 166 3.658E-3
278 168 3.809E-3
278 170 3.938E-3
278 172 4.044E-3
278 174 4.128E-3
278 176 4.188E-3
278 178 4.224E-3
278 180 4.236E-3
280 0 4.105E-3
280 2 4.094E-3
280 4 4.059E-3
280 6 4.001E-3
280 8 3.920E-3
280 10 3.817E-3
280 12 3.692E-3
280 14 3.545E-3
280 16 3.378E-3
280 18 3.192E-3
280 20 2.987E-3
280 22 2.764E-3
280 24 2.524E-3
280 26 2.269E-3
280 28 1.999E-3
280 30 1.717E-3
280 32 1.424E-3
280 34 1.120E-3
280 36 8.077E-4
280 38 4.886E-4
280 40 1.641E-4
280 42 -1.643E-4
280 44 -4.948E-4
280 46 -8.260E-4
280 48 -1.156E-3
280 50 -1.484E-3
280 52 -1.807E-3
280 54 -2.124E-3
280 56 -2.435E-3
280 58 -2.736E-3
280 60 -3.027E-3
280 62 -3.307E-3
280 64 -3.573E-3
280 66 -3.826E-3
280 68 -4.062E-3
280 70 -4.282E-3
280 72 -4.485E-3
280 74 -4.669E-3
280 76 -4.833E-3
280 78 -4.977E-3
280 80 -5.100E-3
280 82 -5.201E-3
280 84 -5.281E-3
280 86 -5.338E-3
280 88 -5.372E-3
280 90 -5.384E-3
280 92 -5.372E-3
280 94 -5.338E-3
280 96 -5.281E-3
280 98 -5.201E-3
280 100 -5.100E-3
280 102 -4.977E-3
280 104 -4.833E-3
280 106 -4.669E-3
280 108 -4.485E-3
280 110 -4.282E-3
280 112 -4.062E-3
280 114 -3.826E-3
280 116 -3.573E-3
280 118 -3.307E-3
280 120 -3.027E-3
280 122 -2.736E-3
280 124 -2.435E-3
280 126 -2.124E-3
280 128 -1.807E-3
280 130 -1.484E-3
280 132 -1.156E-3
280 134 -8.260E-4
280 136 -4.948E-4
280 138 -1.643E-4
280 140 1.641E-4
280 142 4.886E-4
280 144 8.077E-4
280 146 1.120E-3
280 148 1.424E-3
280 150 1.717E-3
280 152 1.999E-3
280 154 2.269E-3
280 156 2.524E-3
280 158 2.764E-3
280 160 2.987E-3
280 162 3.192E-3
280 164 3.378E-3
280 166 3.545E-3
280 168 3.692E-3
280 170 3.817E-3
280 172 3.920E-3
280 174 4.001E-3
280 176 4.059E-3
280 178 4.094E-3
280 180 4.105E-3
282 0 3.976E-3
282 2 3.964E-3
282 4 3.931E-3
282 6 3.875E-3
282 8 3.796E-3
282 10 3.696E-3
282 12 3.575E-3
282 14 3.434E-3
282 16 3.272E-3
282 18 3.091E-3
282 20 2.893E-3
282 22 2.677E-3
282 24 2.445E-3
282 26 2.197E-3
282 28 1.937E-3
282 30 1.663E-3
282 32 1.379E-3
282 34 1.085E-3
282 36 7.829E-4
282 38 4.739E-4
282 40 1.597E-4
282 42 -1.582E-4
282 44 -4.783E-4
282 46 -7.990E-4
282 48 -1.119E-3
282 50 -1.436E-3
282 52 -1.749E-3
282 54 -2.057E-3
282 56 -2.357E-3
282 58 -2.649E-3
282 60 -2.931E-3
282 62 -3.202E-3
282 64 -3.460E-3
282 66 -3.704E-3
282 68 -3.933E-3
282 70 -4.146E-3
282 72 -4.343E-3
282 74 -4.521E-3
282 76 -4.680E-3
282 78 -4.819E-3
282 80 -4.938E-3
282 82 -5.037E-3
282 84 -5.114E-3
282 86 -5.169E-3
282 88 -5.202E-3
282 90 -5.213E-3
282 92 -5.202E-3
282 94 -5.169E-3
282 96 -5.114E-3
282 98 -5.037E-3
282 100 -4.938E-3
282 102 -4.819E-3
282 104 -4.680E-3
282 106 -4.521E-3
282 108 -4.343E-3
282 110 -4.146E-3
282 112 -3.933E-3
282 114 -3.704E-3
282 116 -3.460E-3
282 118 -3.202E-3
282 120 -2.931E-3
282 122 -2.649E-3
282 124 -2.357E-3
282 126 -2.057E-3
282 128 -1.749E-3
282 130 -1.436E-3
282 132 -1.119E-3
282 134 -7.990E-4
282 136 -4.783E-4
282 138 -1.582E-4
282 140 1.597E-4
282 142 4.739E-4
282 144 7.829E-4
282 146 1.085E-3
282 148 1.379E-3
282 150 1.663E-3
282 152 1.937E-3
282 154 2.197E-3
282 156 2.445E-3
282 158 2.677E-3
282 160 2.893E-3
282 162 3.091E-3
282 164 3.272E-3
282 166 3.434E-3
282 168 3.575E-3
282 170 3.696E-3
282 172 3.796E-3
282 174 3.875E-3
282 176 3.931E-3
282 178 3.964E-3
282 180 3.976E-3
284 0 3.847E-3
284 2 3.836E-3
284 4 3.803E-3
284 6 3.749E-3
284 8 3.673E-3
284 10 3.577E-3
284 12 3.460E-3
284 14 3.322E-3
284 16 3.166E-3
284 18 2.991E-3
284 20 2.799E-3
284 22 2.590E-3
284 24 2.366E-3
284 26 2.127E-3
284 28 1.874E-3
284 30 1.610E-3
284 32 1.335E-3
284 34 1.051E-3
284 36 7.583E-4
284 38 4.593E-4
284 40 1.553E-4
284 42 -1.523E-4
284 44 -4.620E-4
284 46 -7.723E-4
284 48 -1.082E-3
284 50 -1.389E-3
284 52 -1.692E-3
284 54 -1.989E-3
284 56 -2.280E-3
284 58 -2.562E-3
284 60 -2.835E-3
284 62 -3.097E-3
284 64 -3.347E-3
284 66 -3.583E-3
284 68 -3.805E-3
284 70 -4.012E-3
284 72 -4.201E-3
284 74 -4.374E-3
284 76 -4.528E-3
284 78 -4.663E-3
284 80 -4.778E-3
284 82 -4.873E-3
284 84 -4.948E-3
284 86 -5.001E-3
284 88 -5.033E-3
284 90 -5.044E-3
284 92 -5.033E-3
284 94 -5.001E-3
284 96 -4.948E-3
284 98 -4.873E-3
284 100 -4.778E-3
284 102 -4.663E-3
284 104 -4.528E-3
284 106 -4.374E-3
284 108 -4.201E-3
284 110 -4.012E-3
284 112 -3.805E-3
284 114 -3.583E-3
284 116 -3.347E-3
284 118 -3.097E-3
284 120 -2.835E-3
284 122 -2.562E-3
284 124 -2.280E-3
284 126 -1.989E-3
284 128 -1.692E-3
284 130 -1.389E-3
284 132 -1.082E-3
284 134 -7.723E-4
284 136 -4.620E-4
284 138 -1.523E-4
284 140 1.553E-4
284 142 4.593E-4
284 144 7.583E-4
284 146 1.051E-3
284 148 1.335E-3
284 150 1.610E-3
284 152 1.874E-3
284 154 2.127E-3
284 156 2.366E-3
284 158 2.590E-3
284 160 2.799E-3
284 162 2.991E-3
284 164 3.166E-3
284 166 3.322E-3
284 168 3.460E-3
284 170 3.577E-3
284 172 3.673E-3
284 174 3.749E-3
284 176 3.803E-3
284 178 3.836E-3
284 180 3.847E-3
286 0 3.719E-3
286 2 3.709E-3
286 4 3.677E-3
286 6 3.625E-3
286 8 3.551E-3
286 10 3.458E-3
286 12 3.345E-3
286 14 3.212E-3
286 16 3.061E-3
286 18 2.892E-3
286 20 2.707E-3
286 22 2.505E-3
286 24 2.288E-3
286 26 2.057E-3
286 28 1.813E-3
286 30 1.557E-3
286 32 1.291E-3
286 34 1.016E-3
286 36 7.338E-4
286 38 4.448E-4
286 40 1.509E-4
286 42 -1.465E-4
286 44 -4.459E-4
286 46 -7.459E-4
286 48 -1.045E-3
286 50 -1.342E-3
286 52 -1.635E-3
286 54 -1.922E-3
286 56 -2.203E-3
286 58 -2.476E-3
286 60 -2.740E-3
286 62 -2.994E-3
286 64 -3.235E-3
286 66 -3.464E-3
286 68 -3.678E-3
286 70 -3.878E-3
286 72 -4.061E-3
286 74 -4.228E-3
286 76 -4.377E-3
286 78 -4.507E-3
286 80 -4.619E-3
286 82 -4.711E-3
286 84 -4.783E-3
286 86 -4.835E-3
286 88 -4.866E-3
286 90 -4.876E-3
286 92 -4.866E-3
286 94 -4.835E-3
286 96 -4.783E-3
286 98 -4.711E-3
286 100 -4.619E-3
286 102 -4.507E-3
286 104 -4.377E-3
286 106 -4.228E-3
286 108 -4.061E-3
286 110 -3.878E-3
286 112 -3.678E-3
286 114 -3.464E-3
286 116 -3.235E-3
286 118 -2.994E-3
286 120 -2.740E-3
286 122 -2.476E-3
286 124 -2.203E-3
286 126 -1.922E-3
286 128 -1.635E-3
286 130 -1.342E-3
286 132 -1.045E-3
286 134 -7.459E-4
286 136 -4.459E-4
286 138 -1.465E-4
286 140 1.509E-4
286 142 4.448E-4
286 144 7.338E-4
286 146 1.016E-3
286 148 1.291E-3
286 150 1.557E-3
286 152 1.813E-3
286 154 2.057E-3
286 156 2.288E-3
286 158 2.505E-3
286 160 2.707E-3
286 162 2.892E-3
286 164 3.061E-3
286 166 3.212E-3
286 168 3.345E-3
286 170 3.458E-3
286 172 3.551E-3
286 174 3.625E-3
286 176 3.677E-3
286 178 3.709E-3
286 180 3.719E-3
288 0 3.593E-3
288 2 3.583E-3
288 4 3.552E-3
288 6 3.501E-3
288 8 3.431E-3
288 10 3.340E-3
288 12 3.231E-3
288 14 3.103E-3
288 16 2.957E-3
288 18 2.794E-3
288 20 2.615E-3
288 22 2.420E-3
288 24 2.210E-3
288 26 1.987E-3
288 28 1.752E-3
288 30 1.505E-3
288 32 1.248E-3
288 34 9.825E-4
288 36 7.095E-4
288 38 4.303E-4
288 40 1.465E-4
288 42 -1.408E-4
288 44 -4.300E-4
288 46 -7.197E-4
288 48 -1.009E-3
288 50 -1.295E-3
288 52 -1.578E-3
288 54 -1.856E-3
288 56 -2.128E-3
288 58 -2.391E-3
288 60 -2.646E-3
288 62 -2.891E-3
288 64 -3.124E-3
288 66 -3.345E-3
288 68 -3.553E-3
288 70 -3.745E-3
288 72 -3.923E-3
288 74 -4.084E-3
288 76 -4.227E-3
288 78 -4.354E-3
288 80 -4.461E-3
288 82 -4.550E-3
288 84 -4.620E-3
288 86 -4.670E-3
288 88 -4.700E-3
288 90 -4.710E-3
288 92 -4.700E-3
288 94 -4.670E-3
288 96 -4.620E-3
288 98 -4.550E-3
288 100 -4.461E-3
288 102 -4.354E-3
288 104 -4.227E-3
288 106 -4.084E-3
288 108 -3.923E-3
288 110 -3.745E-3
288 112 -3.553E-3
288 114 -3.345E-3
288 116 -3.124E-3
288 118 -2.891E-3
288 120 -2.646E-3
288 122 -2.391E-3
288 124 -2.128E-3
288 126 -1.856E-3
288 128 -1.578E-3
288 130 -1.295E-3
288 132 -1.009E-3
288 134 -7.197E-4
288 136 -4.300E-4
288 138 -1.408E-4
288 140 1.465E-4
288 142 4.303E-4
288 144 7.095E-4
288 146 9.825E-4
288 148 1.248E-3
288 150 1.505E-3
288 152 1.752E-3
288 154 1.987E-3
288 156 2.210E-3
288 158 2.420E-3
288 160 2.615E-3
288 162 2.794E-3
288 164 2.957E-3
288 166 3.103E-3
288 168 3.231E-3
288 170 3.340E-3
288 172 3.431E-3
288 174 3.501E-3
288 176 3.552E-3
288 178 3.583E-3
288 180 3.593E-3
290 0 3.468E-3
290 2 3.458E-3
290 4 3.428E-3
290 6 3.379E-3
290 8 3.311E-3
290 10 3.224E-3
290 12 3.119E-3
290 14 2.995E-3
290 16 2.854E-3
290 18 2.697E-3
290 20 2.524E-3
290 22 2.336E-3
290 24 2.134E-3
290 26 1.918E-3
290 28 1.691E-3
290 30 1.453E-3
290 32 1.205E-3
290 34 9.488E-4
290 36 6.854E-4
290 38 4.160E-4
290 40 1.420E-4
290 42 -1.352E-4
290 44 -4.143E-4
290 46 -6.939E-4
290 48 -9.727E-4
290 50 -1.249E-3
290 52 -1.522E-3
290 54 -1.791E-3
290 56 -2.053E-3
290 58 -2.307E-3
290 60 -2.554E-3
290 62 -2.790E-3
290 64 -3.015E-3
290 66 -3.228E-3
290 68 -3.428E-3
290 70 -3.614E-3
290 72 -3.785E-3
290 74 -3.941E-3
290 76 -4.080E-3
290 78 -4.202E-3
290 80 -4.306E-3
290 82 -4.391E-3
290 84 -4.458E-3
290 86 -4.507E-3
290 88 -4.536E-3
290 90 -4.545E-3
290 92 -4.536E-3
290 94 -4.507E-3
290 96 -4.458E-3
290 98 -4.391E-3
290 100 -4.306E-3
290 102 -4.202E-3
290 104 -4.080E-3
290 106 -3.941E-3
290 108 -3.785E-3
290 110 -3.614E-3
290 112 -3.428E-3
290 114 -3.228E-3
290 116 -3.015E-3
290 118 -2.790E-3
290 120 -2.554E-3
290 122 -2.307E-3
290 124 -2.053E-3
290 126 -1.791E-3
290 128 -1.522E-3
290 130 -1.249E-3
290 132 -9.727E-4
290 134 -6.939E-4
290 136 -4.143E-4
290 138 -1.352E-4
290 140 1.420E-4
290 142 4.160E-4
290 144 6.854E-4
290 146 9.488E-4
290 148 1.205E-3
290 150 1.453E-3
290 152 1.691E-3
290 154 1.918E-3
290 156 2.134E-3
290 158 2.336E-3
290 160 2.524E-3
290 162 2.697E-3
290 164 2.854E-3
290 166 2.995E-3
290 168 3.119E-3
290 170 3.224E-3
290 172 3.311E-3
290 174 3.379E-3
290 176 3.428E-3
290 178 3.458E-3
290 180 3.468E-3
292 0 3.344E-3
292 2 3.334E-3
292 4 3.306E-3
292 6 3.259E-3
292 8 3.193E-3
292 10 3.109E-3
292 12 3.008E-3
292 14 2.889E-3
292 16 2.753E-3
292 18 2.601E-3
292 20 2.434E-3
292 22 2.253E-3
292 24 2.058E-3
292 26 1.850E-3
292 28 1.631E-3
292 30 1.402E-3
292 32 1.163E-3
292 34 9.156E-4
292 36 6.615E-4
292 38 4.018E-4
292 40 1.376E-4
292 42 -1.297E-4
292 44 -3.988E-4
292 46 -6.685E-4
292 48 -9.374E-4
292 50 -1.204E-3
292 52 -1.467E-3
292 54 -1.726E-3
292 56 -1.979E-3
292 58 -2.225E-3
292 60 -2.462E-3
292 62 -2.690E-3
292 64 -2.907E-3
292 66 -3.112E-3
292 68 -3.305E-3
292 70 -3.485E-3
292 72 -3.650E-3
292 74 -3.800E-3
292 76 -3.934E-3
292 78 -4.051E-3
292 80 -4.152E-3
292 82 -4.234E-3
292 84 -4.299E-3
292 86 -4.346E-3
292 88 -4.374E-3
292 90 -4.383E-3
292 92 -4.374E-3
292 94 -4.346E-3
292 96 -4.299E-3
292 98 -4.234E-3
292 100 -4.152E-3
292 102 -4.051E-3
292 104 -3.934E-3
292 106 -3.800E-3
292 108 -3.650E-3
292 110 -3.485E-3
292 112 -3.305E-3
292 114 -3.112E-3
292 116 -2.907E-3
292 118 -2.690E-3
292 120 -2.462E-3
292 122 -2.225E-3
292 124 -1.979E-3
292 126 -1.726E-3
292 128 -1.467E-3
292 130 -1.204E-3
292 132 -9.374E-4
292 134 -6.685E-4
292 136 -3.988E-4
292 138 -1.297E-4
292 140 1.376E-4
292 142 4.018E-4
292 144 6.615E-4
292 146 9.156E-4
292 148 1.163E-3
292 150 1.402E-3
292 152 1.631E-3
292 154 1.850E-3
292 156 2.058E-3
292 158 2.253E-3
292 160 2.434E-3
292 162 2.601E-3
292 164 2.753E-3
292 166 2.889E-3
292 168 3.008E-3
292 170 3.109E-3
292 172 3.193E-3
292 174 3.259E-3
292 176 3.306E-3
292 178 3.334E-3
292 180 3.344E-3
294 0 3.222E-3
294 2 3.213E-3
294 4 3.185E-3
294 6 3.140E-3
294 8 3.077E-3
294 10 2.996E-3
294 12 2.898E-3
294 14 2.783E-3
294 16 2.653E-3
294 18 2.506E-3
294 20 2.346E-3
294 22 2.171E-3
294 24 1.983E-3
294 26 1.783E-3
294 28 1.572E-3
294 30 1.351E-3
294 32 1.121E-3
294 34 8.827E-4
294 36 6.379E-4
294 38 3.877E-4
294 40 1.332E-4
294 42 -1.243E-4
294 44 -3.836E-4
294 46 -6.435E-4
294 48 -9.025E-4
294 50 -1.160E-3
294 52 -1.413E-3
294 54 -1.663E-3
294 56 -1.906E-3
294 58 -2.143E-3
294 60 -2.371E-3
294 62 -2.591E-3
294 64 -2.800E-3
294 66 -2.998E-3
294 68 -3.184E-3
294 70 -3.357E-3
294 72 -3.516E-3
294 74 -3.661E-3
294 76 -3.790E-3
294 78 -3.903E-3
294 80 -4.000E-3
294 82 -4.080E-3
294 84 -4.142E-3
294 86 -4.187E-3
294 88 -4.214E-3
294 90 -4.223E-3
294 92 -4.214E-3
294 94 -4.187E-3
294 96 -4.142E-3
294 98 -4.080E-3
294 100 -4.000E-3
294 102 -3.903E-3
294 104 -3.790E-3
294 106 -3.661E-3
294 108 -3.516E-3
294 110 -3.357E-3
294 112 -3.184E-3
294 114 -2.998E-3
294 116 -2.800E-3
294 118 -2.591E-3
294 120 -2.371E-3
294 122 -2.143E-3
294 124 -1.906E-3
294 126 -1.663E-3
294 128 -1.413E-3
294 130 -1.160E-3
294 132 -9.025E-4
294 134 -6.435E-4
294 136 -3.836E-4
294 138 -1.243E-4
294 140 1.332E-4
294 142 3.877E-4
294 144 6.379E-4
294 146 8.827E-4
294 148 1.121E-3
294 150 1.351E-3
294 152 1.572E-3
294 154 1.783E-3
294 156 1.983E-3
294 158 2.171E-3
294 160 2.346E-3
294 162 2.506E-3
294 164 2.653E-3
294 166 2.783E-3
294 168 2.898E-3
294 170 2.996E-3
294 172 3.077E-3
294 174 3.140E-3
294 176 3.185E-3
294 178 3.213E-3
294 180 3.222E-3
296 0 3.102E-3
296 2 3.093E-3
296 4 3.067E-3
296 6 3.023E-3
296 8 2.962E-3
296 10 2.884E-3
296 12 2.790E-3
296 14 2.680E-3
296 16 2.554E-3
296 18 2.413E-3
296 20 2.258E-3
296 22 2.090E-3
296 24 1.909E-3
296 26 1.717E-3
296 28 1.514E-3
296 30 1.301E-3
296 32 1.079E-3
296 34 8.503E-4
296 36 6.147E-4
296 38 3.738E-4
296 40 1.288E-4
296 42 -1.191E-4
296 44 -3.687E-4
296 46 -6.188E-4
296 48 -8.682E-4
296 50 -1.116E-3
296 52 -1.360E-3
296 54 -1.600E-3
296 56 -1.834E-3
296 58 -2.062E-3
296 60 -2.282E-3
296 62 -2.494E-3
296 64 -2.695E-3
296 66 -2.886E-3
296 68 -3.065E-3
296 70 -3.232E-3
296 72 -3.385E-3
296 74 -3.524E-3
296 76 -3.648E-3
296 78 -3.757E-3
296 80 -3.850E-3
296 82 -3.927E-3
296 84 -3.987E-3
296 86 -4.030E-3
296 88 -4.056E-3
296 90 -4.065E-3
296 92 -4.056E-3
296 94 -4.030E-3
296 96 -3.987E-3
296 98 -3.927E-3
296 100 -3.850E-3
296 102 -3.757E-3
296 104 -3.648E-3
296 106 -3.524E-3
296 108 -3.385E-3
296 110 -3.232E-3
296 112 -3.065E-3
296 114 -2.886E-3
296 116 -2.695E-3
296 118 -2.494E-3
296 120 -2.282E-3
296 122 -2.062E-3
296 124 -1.834E-3
296 126 -1.600E-3
296 128 -1.360E-3
296 130 -1.116E-3
296 132 -8.682E-4
296 134 -6.188E-4
296 136 -3.687E-4
296 138 -1.191E-4
296 140 1.288E-4
296 142 3.738E-4
296 144 6.147E-4
296 146 8.503E-4
296 148 1.079E-3
296 150 1.301E-3
296 152 1.514E-3
296 154 1.717E-3
296 156 1.909E-3
296 158 2.090E-3
296 160 2.258E-3
296 162 2.413E-3
296 164 2.554E-3
296 166 2.680E-3
296 168 2.790E-3
296 170 2.884E-3
296 172 2.962E-3
296 174 3.023E-3
296 176 3.067E-3
296 178 3.093E-3
296 180 3.102E-3
298 0 2.984E-3
298 2 2.975E-3
298 4 2.950E-3
298 6 2.908E-3
298 8 2.849E-3
298 10 2.774E-3
298 12 2.684E-3
298 14 2.578E-3
298 16 2.457E-3
298 18 2.321E-3
298 20 2.173E-3
298 22 2.011E-3
298 24 1.837E-3
298 26 1.652E-3
298 28 1.457E-3
298 30 1.252E-3
298 32 1.039E-3
298 34 8.183E-4
298 36 5.918E-4
298 38 3.601E-4
298 40 1.245E-4
298 42 -1.140E-4
298 44 -3.541E-4
298 46 -5.947E-4
298 48 -8.346E-4
298 50 -1.073E-3
298 52 -1.308E-3
298 54 -1.538E-3
298 56 -1.764E-3
298 58 -1.983E-3
298 60 -2.195E-3
298 62 -2.398E-3
298 64 -2.592E-3
298 66 -2.776E-3
298 68 -2.948E-3
298 70 -3.108E-3
298 72 -3.256E-3
298 74 -3.389E-3
298 76 -3.509E-3
298 78 -3.614E-3
298 80 -3.703E-3
298 82 -3.777E-3
298 84 -3.835E-3
298 86 -3.877E-3
298 88 -3.902E-3
298 90 -3.910E-3
298 92 -3.902E-3
298 94 -3.877E-3
298 96 -3.835E-3
298 98 -3.777E-3
298 100 -3.703E-3
298 102 -3.614E-3
298 104 -3.509E-3
298 106 -3.389E-3
298 108 -3.256E-3
298 110 -3.108E-3
298 112 -2.948E-3
298 114 -2.776E-3
298 116 -2.592E-3
298 118 -2.398E-3
298 120 -2.195E-3
298 122 -1.983E-3
298 124 -1.764E-3
298 126 -1.538E-3
298 128 -1.308E-3
298 130 -1.073E-3
298 132 -8.346E-4
298 134 -5.947E-4
298 136 -3.541E-4
298 138 -1.140E-4
298 140 1.245E-4
298 142 3.601E-4
298 144 5.918E-4
298 146 8.183E-4
298 148 1.039E-3
298 150 1.252E-3
298 152 1.457E-3
298 154 1.652E-3
298 156 1.837E-3
298 158 2.011E-3
298 160 2.173E-3
298 162 2.321E-3
298 164 2.457E-3
298 166 2.578E-3
298 168 2.684E-3
298 170 2.774E-3
298 172 2.849E-3
298 174 2.908E-3
298 176 2.950E-3
298 178 2.975E-3
298 180 2.984E-3
300 0 2.868E-3
300 2 2.859E-3
300 4 2.835E-3
300 6 2.795E-3
300 8 2.738E-3
300 10 2.667E-3
300 12 2.579E-3
300 14 2.478E-3
300 16 2.361E-3
300 18 2.231E-3
300 20 2.088E-3
300 22 1.933E-3
300 24 1.766E-3
300 26 1.588E-3
300 28 1.400E-3
300 30 1.203E-3
300 32 9.987E-4
300 34 7.870E-4
300 36 5.692E-4
300 38 3.466E-4
300 40 1.201E-4
300 42 -1.090E-4
300 44 -3.398E-4
300 46 -5.710E-4
300 48 -8.015E-4
300 50 -1.030E-3
300 52 -1.256E-3
300 54 -1.478E-3
300 56 -1.695E-3
300 58 -1.906E-3
300 60 -2.109E-3
300 62 -2.304E-3
300 64 -2.491E-3
300 66 -2.667E-3
300 68 -2.833E-3
300 70 -2.987E-3
300 72 -3.129E-3
300 74 -3.257E-3
300 76 -3.372E-3
300 78 -3.473E-3
300 80 -3.559E-3
300 82 -3.630E-3
300 84 -3.686E-3
300 86 -3.726E-3
300 88 -3.750E-3
300 90 -3.758E-3
300 92 -3.750E-3
300 94 -3.726E-3
300 96 -3.686E-3
300 98 -3.630E-3
300 100 -3.559E-3
300 102 -3.473E-3
300 104 -3.372E-3
300 106 -3.257E-3
300 108 -3.129E-3
300 110 -2.987E-3
300 112 -2.833E-3
300 114 -2.667E-3
300 116 -2.491E-3
300 118 -2.304E-3
300 120 -2.109E-3
300 122 -1.906E-3
300 124 -1.695E-3
300 126 -1.478E-3
300 128 -1.256E-3
300 130 -1.030E-3
300 132 -8.015E-4
300 134 -5.710E-4
300 136 -3.398E-4
300 138 -1.090E-4
300 140 1.201E-4
300 142 3.466E-4
300 144 5.692E-4
300 146 7.870E-4
300 148 9.987E-4
300 150 1.203E-3
