delta fi R2
270 82 9.766E-3
270 84 9.766E-3
270 86 9.766E-3
270 88 9.766E-3
270 90 9.766E-3
270 92 9.766E-3
270 94 9.766E-3
270 96 9.766E-3
270 98 9.766E-3
270 100 9.766E-3
270 102 9.766E-3
270 104 9.766E-3
270 106 9.766E-3
270 108 9.766E-3
270 110 9.766E-3
270 112 9.766E-3
270 114 9.766E-3
270 116 9.766E-3
270 118 9.766E-3
270 120 9.766E-3
270 122 9.766E-3
270 124 9.766E-3
270 126 9.766E-3
270 128 9.766E-3
270 130 9.766E-3
270 132 9.766E-3
270 134 9.766E-3
270 136 9.766E-3
270 138 9.766E-3
270 140 9.766E-3
270 142 9.766E-3
270 144 9.766E-3
270 146 9.766E-3
270 148 9.766E-3
270 150 9.766E-3
270 152 9.766E-3
270 154 9.766E-3
270 156 9.766E-3
270 158 9.766E-3
270 160 9.766E-3
270 162 9.766E-3
270 164 9.766E-3
270 166 9.766E-3
270 168 9.766E-3
270 170 9.766E-3
270 172 9.766E-3
270 174 9.766E-3
270 176 9.766E-3
270 178 9.766E-3
270 180 9.766E-3
272 0 9.493E-3
272 2 9.493E-3
272 4 9.493E-3
272 6 9.493E-3
272 8 9.493E-3
272 10 9.493E-3
272 12 9.493E-3
272 14 9.493E-3
272 16 9.493E-3
272 18 9.493E-3
272 20 9.493E-3
272 22 9.493E-3
272 24 9.493E-3
272 26 9.493E-3
272 28 9.493E-3
272 30 9.493E-3
272 32 9.493E-3
272 34 9.493E-3
272 36 9.493E-3
272 38 9.493E-3
272 40 9.493E-3
272 42 9.493E-3
272 44 9.493E-3
272 46 9.493E-3
272 48 9.493E-3
272 50 9.493E-3
272 52 9.493E-3
272 54 9.493E-3
272 56 9.493E-3
272 58 9.493E-3
272 60 9.493E-3
272 62 9.493E-3
272 64 9.493E-3
272 66 9.493E-3
272 68 9.493E-3
272 70 9.493E-3
272 72 9.493E-3
272 74 9.493E-3
272 76 9.493E-3
272 78 9.493E-3
272 80 9.493E-3
272 82 9.493E-3
272 84 9.493E-3
272 86 9.493E-3
272 88 9.493E-3
272 90 9.493E-3
272 92 9.493E-3
272 94 9.493E-3
272 96 9.493E-3
272 98 9.493E-3
272 100 9.493E-3
272 102 9.493E-3
272 104 9.493E-3
272 106 9.493E-3
272 108 9.493E-3
272 110 9.493E-3
272 112 9.493E-3
272 114 9.493E-3
272 116 9.493E-3
272 118 9.493E-3
272 120 9.493E-3
272 122 9.493E-3
272 124 9.493E-3
272 126 9.493E-3
272 128 9.493E-3
272 130 9.493E-3
272 132 9.493E-3
272 134 9.493E-3
272 136 9.493E-3
272 138 9.493E-3
272 140 9.493E-3
272 142 9.493E-3
272 144 9.493E-3
272 146 9.493E-3
272 148 9.493E-3
272 150 9.493E-3
272 152 9.493E-3
272 154 9.493E-3
272 156 9.493E-3
272 158 9.493E-3
272 160 9.493E-3
272 162 9.493E-3
272 164 9.493E-3
272 166 9.493E-3
272 168 9.493E-3
272 170 9.493E-3
272 172 9.493E-3
272 174 9.493E-3
272 176 9.493E-3
272 178 9.493E-3
272 180 9.493E-3
274 0 9.221E-3
274 2 9.221E-3
274 4 9.221E-3
274 6 9.221E-3
274 8 9.221E-3
274 10 9.221E-3
274 12 9.221E-3
274 14 9.221E-3
274 16 9.221E-3
274 18 9.221E-3
274 20 9.221E-3
274 22 9.221E-3
274 24 9.221E-3
274 26 9.221E-3
274 28 9.221E-3
274 30 9.221E-3
274 32 9.221E-3
274 34 9.221E-3
274 36 9.221E-3
274 38 9.221E-3
274 40 9.221E-3
274 42 9.221E-3
274 44 9.221E-3
274 46 9.221E-3
274 48 9.221E-3
274 50 9.221E-3
274 52 9.221E-3
274 54 9.221E-3
274 56 9.221E-3
274 58 9.221E-3
274 60 9.221E-3
274 62 9.221E-3
274 64 9.221E-3
274 66 9.221E-3
274 68 9.221E-3
274 70 9.221E-3
274 72 9.221E-3
274 74 9.221E-3
274 76 9.221E-3
274 78 9.221E-3
274 80 9.221E-3
274 82 9.221E-3
274 84 9.221E-3
274 86 9.221E-3
274 88 9.221E-3
274 90 9.221E-3
274 92 9.221E-3
274 94 9.221E-3
274 96 9.221E-3
274 98 9.221E-3
274 100 9.221E-3
274 102 9.221E-3
274 104 9.221E-3
274 106 9.221E-3
274 108 9.221E-3
274 110 9.221E-3
274 112 9.221E-3
274 114 9.221E-3
274 116 9.221E-3
274 118 9.221E-3
274 120 9.221E-3
274 122 9.221E-3
274 124 9.221E-3
274 126 9.221E-3
274 128 9.221E-3
274 130 9.221E-3
274 132 9.221E-3
274 134 9.221E-3
274 136 9.221E-3
274 138 9.221E-3
274 140 9.221E-3
274 142 9.221E-3
274 144 9.221E-3
274 146 9.221E-3
274 148 9.221E-3
274 150 9.221E-3
274 152 9.221E-3
274 154 9.221E-3
274 156 9.221E-3
274 158 9.221E-3
274 160 9.221E-3
274 162 9.221E-3
274 164 9.221E-3
274 166 9.221E-3
274 168 9.221E-3
274 170 9.221E-3
274 172 9.221E-3
274 174 9.221E-3
274 176 9.221E-3
274 178 9.221E-3
274 180 9.221E-3
276 0 8.949E-3
276 2 8.949E-3
276 4 8.949E-3
276 6 8.949E-3
276 8 8.949E-3
276 10 8.949E-3
276 12 8.949E-3
276 14 8.949E-3
276 16 8.949E-3
276 18 8.949E-3
276 20 8.949E-3
276 22 8.949E-3
276 24 8.949E-3
276 26 8.949E-3
276 28 8.949E-3
276 30 8.949E-3
276 32 8.949E-3
276 34 8.949E-3
276 36 8.949E-3
276 38 8.949E-3
276 40 8.949E-3
276 42 8.949E-3
276 44 8.949E-3
276 46 8.949E-3
276 48 8.949E-3
276 50 8.949E-3
276 52 8.949E-3
276 54 8.949E-3
276 56 8.949E-3
276 58 8.949E-3
276 60 8.949E-3
276 62 8.949E-3
276 64 8.949E-3
276 66 8.949E-3
276 68 8.949E-3
276 70 8.949E-3
276 72 8.949E-3
276 74 8.949E-3
276 76 8.949E-3
276 78 8.949E-3
276 80 8.949E-3
276 82 8.949E-3
276 84 8.949E-3
276 86 8.949E-3
276 88 8.949E-3
276 90 8.949E-3
276 92 8.949E-3
276 94 8.949E-3
276 96 8.949E-3
276 98 8.949E-3
276 100 8.949E-3
276 102 8.949E-3
276 104 8.949E-3
276 106 8.949E-3
276 108 8.949E-3
276 110 8.949E-3
276 112 8.949E-3
276 114 8.949E-3
276 116 8.949E-3
276 118 8.949E-3
276 120 8.949E-3
276 122 8.949E-3
276 124 8.949E-3
276 126 8.949E-3
276 128 8.949E-3
276 130 8.949E-3
276 132 8.949E-3
276 134 8.949E-3
276 136 8.949E-3
276 138 8.949E-3
276 140 8.949E-3
276 142 8.949E-3
276 144 8.949E-3
276 146 8.949E-3
276 148 8.949E-3
276 150 8.949E-3
276 152 8.949E-3
276 154 8.949E-3
276 156 8.949E-3
276 158 8.949E-3
276 160 8.949E-3
276 162 8.949E-3
276 164 8.949E-3
276 166 8.949E-3
276 168 8.949E-3
276 170 8.949E-3
276 172 8.949E-3
276 174 8.949E-3
276 176 8.949E-3
276 178 8.949E-3
276 180 8.949E-3
278 0 8.678E-3
278 2 8.678E-3
278 4 8.678E-3
278 6 8.678E-3
278 8 8.678E-3
278 10 8.678E-3
278 12 8.678E-3
278 14 8.678E-3
278 16 8.678E-3
278 18 8.678E-3
278 20 8.678E-3
278 22 8.678E-3
278 24 8.678E-3
278 26 8.678E-3
278 28 8.678E-3
278 30 8.678E-3
278 32 8.678E-3
278 34 8.678E-3
278 36 8.678E-3
278 38 8.678E-3
278 40 8.678E-3
278 42 8.678E-3
278 44 8.678E-3
278 46 8.678E-3
278 48 8.678E-3
278 50 8.678E-3
278 52 8.678E-3
278 54 8.678E-3
278 56 8.678E-3
278 58 8.678E-3
278 60 8.678E-3
278 62 8.678E-3
278 64 8.678E-3
278 66 8.678E-3
278 68 8.678E-3
278 70 8.678E-3
278 72 8.678E-3
278 74 8.678E-3
278 76 8.678E-3
278 78 8.678E-3
278 80 8.678E-3
278 82 8.678E-3
278 84 8.678E-3
278 86 8.678E-3
278 88 8.678E-3
278 90 8.678E-3
278 92 8.678E-3
278 94 8.678E-3
278 96 8.678E-3
278 98 8.678E-3
278 100 8.678E-3
278 102 8.678E-3
278 104 8.678E-3
278 106 8.678E-3
278 108 8.678E-3
278 110 8.678E-3
278 112 8.678E-3
278 114 8.678E-3
278 116 8.678E-3
278 118 8.678E-3
278 120 8.678E-3
278 122 8.678E-3
278 124 8.678E-3
278 126 8.678E-3
278 128 8.678E-3
278 130 8.678E-3
278 132 8.678E-3
278 134 8.678E-3
278 136 8.678E-3
278 138 8.678E-3
278 140 8.678E-3
278 142 8.678E-3
278 144 8.678E-3
278 146 8.678E-3
278 148 8.678E-3
278 150 8.678E-3
278 152 8.678E-3
278 154 8.678E-3
278 156 8.678E-3
278 158 8.678E-3
278 160 8.678E-3
278 162 8.678E-3
278 164 8.678E-3
278 166 8.678E-3
278 168 8.678E-3
278 170 8.678E-3
278 172 8.678E-3
278 174 8.678E-3
278 176 8.678E-3
278 178 8.678E-3
278 180 8.678E-3
280 0 8.409E-3
280 2 8.409E-3
280 4 8.409E-3
280 6 8.409E-3
280 8 8.409E-3
280 10 8.409E-3
280 12 8.409E-3
280 14 8.409E-3
280 16 8.409E-3
280 18 8.409E-3
280 20 8.409E-3
280 22 8.409E-3
280 24 8.409E-3
280 26 8.409E-3
280 28 8.409E-3
280 30 8.409E-3
280 32 8.409E-3
280 34 8.409E-3
280 36 8.409E-3
280 38 8.409E-3
280 40 8.409E-3
280 42 8.409E-3
280 44 8.409E-3
280 46 8.409E-3
280 48 8.409E-3
280 50 8.409E-3
280 52 8.409E-3
280 54 8.409E-3
280 56 8.409E-3
280 58 8.409E-3
280 60 8.409E-3
280 62 8.409E-3
280 64 8.409E-3
280 66 8.409E-3
280 68 8.409E-3
280 70 8.409E-3
280 72 8.409E-3
280 74 8.409E-3
280 76 8.409E-3
280 78 8.409E-3
280 80 8.409E-3
280 82 8.409E-3
280 84 8.409E-3
280 86 8.409E-3
280 88 8.409E-3
280 90 8.409E-3
280 92 8.409E-3
280 94 8.409E-3
280 96 8.409E-3
280 98 8.409E-3
280 100 8.409E-3
280 102 8.409E-3
280 104 8.409E-3
280 106 8.409E-3
280 108 8.409E-3
280 110 8.409E-3
280 112 8.409E-3
280 114 8.409E-3
280 116 8.409E-3
280 118 8.409E-3
280 120 8.409E-3
280 122 8.409E-3
280 124 8.409E-3
280 126 8.409E-3
280 128 8.409E-3
280 130 8.409E-3
280 132 8.409E-3
280 134 8.409E-3
280 136 8.409E-3
280 138 8.409E-3
280 140 8.409E-3
280 142 8.409E-3
280 144 8.409E-3
280 146 8.409E-3
280 148 8.409E-3
280 150 8.409E-3
280 152 8.409E-3
280 154 8.409E-3
280 156 8.409E-3
280 158 8.409E-3
280 160 8.409E-3
280 162 8.409E-3
280 164 8.409E-3
280 166 8.409E-3
280 168 8.409E-3
280 170 8.409E-3
280 172 8.409E-3
280 174 8.409E-3
280 176 8.409E-3
280 178 8.409E-3
280 180 8.409E-3
282 0 8.141E-3
282 2 8.141E-3
282 4 8.141E-3
282 6 8.141E-3
282 8 8.141E-3
282 10 8.141E-3
282 12 8.141E-3
282 14 8.141E-3
282 16 8.141E-3
282 18 8.141E-3
282 20 8.141E-3
282 22 8.141E-3
282 24 8.141E-3
282 26 8.141E-3
282 28 8.141E-3
282 30 8.141E-3
282 32 8.141E-3
282 34 8.141E-3
282 36 8.141E-3
282 38 8.141E-3
282 40 8.141E-3
282 42 8.141E-3
282 44 8.141E-3
282 46 8.141E-3
282 48 8.141E-3
282 50 8.141E-3
282 52 8.141E-3
282 54 8.141E-3
282 56 8.141E-3
282 58 8.141E-3
282 60 8.141E-3
282 62 8.141E-3
282 64 8.141E-3
282 66 8.141E-3
282 68 8.141E-3
282 70 8.141E-3
282 72 8.141E-3
282 74 8.141E-3
282 76 8.141E-3
282 78 8.141E-3
282 80 8.141E-3
282 82 8.141E-3
282 84 8.141E-3
282 86 8.141E-3
282 88 8.141E-3
282 90 8.141E-3
282 92 8.141E-3
282 94 8.141E-3
282 96 8.141E-3
282 98 8.141E-3
282 100 8.141E-3
282 102 8.141E-3
282 104 8.141E-3
282 106 8.141E-3
282 108 8.141E-3
282 110 8.141E-3
282 112 8.141E-3
282 114 8.141E-3
282 116 8.141E-3
282 118 8.141E-3
282 120 8.141E-3
282 122 8.141E-3
282 124 8.141E-3
282 126 8.141E-3
282 128 8.141E-3
282 130 8.141E-3
282 132 8.141E-3
282 134 8.141E-3
282 136 8.141E-3
282 138 8.141E-3
282 140 8.141E-3
282 142 8.141E-3
282 144 8.141E-3
282 146 8.141E-3
282 148 8.141E-3
282 150 8.141E-3
282 152 8.141E-3
282 154 8.141E-3
282 156 8.141E-3
282 158 8.141E-3
282 160 8.141E-3
282 162 8.141E-3
282 164 8.141E-3
282 166 8.141E-3
282 168 8.141E-3
282 170 8.141E-3
282 172 8.141E-3
282 174 8.141E-3
282 176 8.141E-3
282 178 8.141E-3
282 180 8.141E-3
284 0 7.876E-3
284 2 7.876E-3
284 4 7.876E-3
284 6 7.876E-3
284 8 7.876E-3
284 10 7.876E-3
284 12 7.876E-3
284 14 7.876E-3
284 16 7.876E-3
284 18 7.876E-3
284 20 7.876E-3
284 22 7.876E-3
284 24 7.876E-3
284 26 7.876E-3
284 28 7.876E-3
284 30 7.876E-3
284 32 7.876E-3
284 34 7.876E-3
284 36 7.876E-3
284 38 7.876E-3
284 40 7.876E-3
284 42 7.876E-3
284 44 7.876E-3
284 46 7.876E-3
284 48 7.876E-3
284 50 7.876E-3
284 52 7.876E-3
284 54 7.876E-3
284 56 7.876E-3
284 58 7.876E-3
284 60 7.876E-3
284 62 7.876E-3
284 64 7.876E-3
284 66 7.876E-3
284 68 7.876E-3
284 70 7.876E-3
284 72 7.876E-3
284 74 7.876E-3
284 76 7.876E-3
284 78 7.876E-3
284 80 7.876E-3
284 82 7.876E-3
284 84 7.876E-3
284 86 7.876E-3
284 88 7.876E-3
284 90 7.876E-3
284 92 7.876E-3
284 94 7.876E-3
284 96 7.876E-3
284 98 7.876E-3
284 100 7.876E-3
284 102 7.876E-3
284 104 7.876E-3
284 106 7.876E-3
284 108 7.876E-3
284 110 7.876E-3
284 112 7.876E-3
284 114 7.876E-3
284 116 7.876E-3
284 118 7.876E-3
284 120 7.876E-3
284 122 7.876E-3
284 124 7.876E-3
284 126 7.876E-3
284 128 7.876E-3
284 130 7.876E-3
284 132 7.876E-3
284 134 7.876E-3
284 136 7.876E-3
284 138 7.876E-3
284 140 7.876E-3
284 142 7.876E-3
284 144 7.876E-3
284 146 7.876E-3
284 148 7.876E-3
284 150 7.876E-3
284 152 7.876E-3
284 154 7.876E-3
284 156 7.876E-3
284 158 7.876E-3
284 160 7.876E-3
284 162 7.876E-3
284 164 7.876E-3
284 166 7.876E-3
284 168 7.876E-3
284 170 7.876E-3
284 172 7.876E-3
284 174 7.876E-3
284 176 7.876E-3
284 178 7.876E-3
284 180 7.876E-3
286 0 7.612E-3
286 2 7.612E-3
286 4 7.612E-3
286 6 7.612E-3
286 8 7.612E-3
286 10 7.612E-3
286 12 7.612E-3
286 14 7.612E-3
286 16 7.612E-3
286 18 7.612E-3
286 20 7.612E-3
286 22 7.612E-3
286 24 7.612E-3
286 26 7.612E-3
286 28 7.612E-3
286 30 7.612E-3
286 32 7.612E-3
286 34 7.612E-3
286 36 7.612E-3
286 38 7.612E-3
286 40 7.612E-3
286 42 7.612E-3
286 44 7.612E-3
286 46 7.612E-3
286 48 7.612E-3
286 50 7.612E-3
286 52 7.612E-3
286 54 7.612E-3
286 56 7.612E-3
286 58 7.612E-3
286 60 7.612E-3
286 62 7.612E-3
286 64 7.612E-3
286 66 7.612E-3
286 68 7.612E-3
286 70 7.612E-3
286 72 7.612E-3
286 74 7.612E-3
286 76 7.612E-3
286 78 7.612E-3
286 80 7.612E-3
286 82 7.612E-3
286 84 7.612E-3
286 86 7.612E-3
286 88 7.612E-3
286 90 7.612E-3
286 92 7.612E-3
286 94 7.612E-3
286 96 7.612E-3
286 98 7.612E-3
286 100 7.612E-3
286 102 7.612E-3
286 104 7.612E-3
286 106 7.612E-3
286 108 7.612E-3
286 110 7.612E-3
286 112 7.612E-3
286 114 7.612E-3
286 116 7.612E-3
286 118 7.612E-3
286 120 7.612E-3
286 122 7.612E-3
286 124 7.612E-3
286 126 7.612E-3
286 128 7.612E-3
286 130 7.612E-3
286 132 7.612E-3
286 134 7.612E-3
286 136 7.612E-3
286 138 7.612E-3
286 140 7.612E-3
286 142 7.612E-3
286 144 7.612E-3
286 146 7.612E-3
286 148 7.612E-3
286 150 7.612E-3
286 152 7.612E-3
286 154 7.612E-3
286 156 7.612E-3
286 158 7.612E-3
286 160 7.612E-3
286 162 7.612E-3
286 164 7.612E-3
286 166 7.612E-3
286 168 7.612E-3
286 170 7.612E-3
286 172 7.612E-3
286 174 7.612E-3
286 176 7.612E-3
286 178 7.612E-3
286 180 7.612E-3
288 0 7.351E-3
288 2 7.351E-3
288 4 7.351E-3
288 6 7.351E-3
288 8 7.351E-3
288 10 7.351E-3
288 12 7.351E-3
288 14 7.351E-3
288 16 7.351E-3
288 18 7.351E-3
288 20 7.351E-3
288 22 7.351E-3
288 24 7.351E-3
288 26 7.351E-3
288 28 7.351E-3
288 30 7.351E-3
288 32 7.351E-3
288 34 7.351E-3
288 36 7.351E-3
288 38 7.351E-3
288 40 7.351E-3
288 42 7.351E-3
288 44 7.351E-3
288 46 7.351E-3
288 48 7.351E-3
288 50 7.351E-3
288 52 7.351E-3
288 54 7.351E-3
288 56 7.351E-3
288 58 7.351E-3
288 60 7.351E-3
288 62 7.351E-3
288 64 7.351E-3
288 66 7.351E-3
288 68 7.351E-3
288 70 7.351E-3
288 72 7.351E-3
288 74 7.351E-3
288 76 7.351E-3
288 78 7.351E-3
288 80 7.351E-3
288 82 7.351E-3
288 84 7.351E-3
288 86 7.351E-3
288 88 7.351E-3
288 90 7.351E-3
288 92 7.351E-3
288 94 7.351E-3
288 96 7.351E-3
288 98 7.351E-3
288 100 7.351E-3
288 102 7.351E-3
288 104 7.351E-3
288 106 7.351E-3
288 108 7.351E-3
288 110 7.351E-3
288 112 7.351E-3
288 114 7.351E-3
288 116 7.351E-3
288 118 7.351E-3
288 120 7.351E-3
288 122 7.351E-3
288 124 7.351E-3
288 126 7.351E-3
288 128 7.351E-3
288 130 7.351E-3
288 132 7.351E-3
288 134 7.351E-3
288 136 7.351E-3
288 138 7.351E-3
288 140 7.351E-3
288 142 7.351E-3
288 144 7.351E-3
288 146 7.351E-3
288 148 7.351E-3
288 150 7.351E-3
288 152 7.351E-3
288 154 7.351E-3
288 156 7.351E-3
288 158 7.351E-3
288 160 7.351E-3
288 162 7.351E-3
288 164 7.351E-3
288 166 7.351E-3
288 168 7.351E-3
288 170 7.351E-3
288 172 7.351E-3
288 174 7.351E-3
288 176 7.351E-3
288 178 7.351E-3
288 180 7.351E-3
290 0 7.094E-3
290 2 7.094E-3
290 4 7.094E-3
290 6 7.094E-3
290 8 7.094E-3
290 10 7.094E-3
290 12 7.094E-3
290 14 7.094E-3
290 16 7.094E-3
290 18 7.094E-3
290 20 7.094E-3
290 22 7.094E-3
290 24 7.094E-3
290 26 7.094E-3
290 28 7.094E-3
290 30 7.094E-3
290 32 7.094E-3
290 34 7.094E-3
290 36 7.094E-3
290 38 7.094E-3
290 40 7.094E-3
290 42 7.094E-3
290 44 7.094E-3
290 46 7.094E-3
290 48 7.094E-3
290 50 7.094E-3
290 52 7.094E-3
290 54 7.094E-3
290 56 7.094E-3
290 58 7.094E-3
290 60 7.094E-3
290 62 7.094E-3
290 64 7.094E-3
290 66 7.094E-3
290 68 7.094E-3
290 70 7.094E-3
290 72 7.094E-3
290 74 7.094E-3
290 76 7.094E-3
290 78 7.094E-3
290 80 7.094E-3
290 82 7.094E-3
290 84 7.094E-3
290 86 7.094E-3
290 88 7.094E-3
290 90 7.094E-3
290 92 7.094E-3
290 94 7.094E-3
290 96 7.094E-3
290 98 7.094E-3
290 100 7.094E-3
290 102 7.094E-3
290 104 7.094E-3
290 106 7.094E-3
290 108 7.094E-3
290 110 7.094E-3
290 112 7.094E-3
290 114 7.094E-3
290 116 7.094E-3
290 118 7.094E-3
290 120 7.094E-3
290 122 7.094E-3
290 124 7.094E-3
290 126 7.094E-3
290 128 7.094E-3
290 130 7.094E-3
290 132 7.094E-3
290 134 7.094E-3
290 136 7.094E-3
290 138 7.094E-3
290 140 7.094E-3
290 142 7.094E-3
290 144 7.094E-3
290 146 7.094E-3
290 148 7.094E-3
290 150 7.094E-3
290 152 7.094E-3
290 154 7.094E-3
290 156 7.094E-3
290 158 7.094E-3
290 160 7.094E-3
290 162 7.094E-3
290 164 7.094E-3
290 166 7.094E-3
290 168 7.094E-3
290 170 7.094E-3
290 172 7.094E-3
290 174 7.094E-3
290 176 7.094E-3
290 178 7.094E-3
290 180 7.094E-3
292 0 6.839E-3
292 2 6.839E-3
292 4 6.839E-3
292 6 6.839E-3
292 8 6.839E-3
292 10 6.839E-3
292 12 6.839E-3
292 14 6.839E-3
292 16 6.839E-3
292 18 6.839E-3
292 20 6.839E-3
292 22 6.839E-3
292 24 6.839E-3
292 26 6.839E-3
292 28 6.839E-3
292 30 6.839E-3
292 32 6.839E-3
292 34 6.839E-3
292 36 6.839E-3
292 38 6.839E-3
292 40 6.839E-3
292 42 6.839E-3
292 44 6.839E-3
292 46 6.839E-3
292 48 6.839E-3
292 50 6.839E-3
292 52 6.839E-3
292 54 6.839E-3
292 56 6.839E-3
292 58 6.839E-3
292 60 6.839E-3
292 62 6.839E-3
292 64 6.839E-3
292 66 6.839E-3
292 68 6.839E-3
292 70 6.839E-3
292 72 6.839E-3
292 74 6.839E-3
292 76 6.839E-3
292 78 6.839E-3
292 80 6.839E-3
292 82 6.839E-3
292 84 6.839E-3
292 86 6.839E-3
292 88 6.839E-3
292 90 6.839E-3
292 92 6.839E-3
292 94 6.839E-3
292 96 6.839E-3
292 98 6.839E-3
292 100 6.839E-3
292 102 6.839E-3
292 104 6.839E-3
292 106 6.839E-3
292 108 6.839E-3
292 110 6.839E-3
292 112 6.839E-3
292 114 6.839E-3
292 116 6.839E-3
292 118 6.839E-3
292 120 6.839E-3
292 122 6.839E-3
292 124 6.839E-3
292 126 6.839E-3
292 128 6.839E-3
292 130 6.839E-3
292 132 6.839E-3
292 134 6.839E-3
292 136 6.839E-3
292 138 6.839E-3
292 140 6.839E-3
292 142 6.839E-3
292 144 6.839E-3
292 146 6.839E-3
292 148 6.839E-3
292 150 6.839E-3
292 152 6.839E-3
292 154 6.839E-3
292 156 6.839E-3
292 158 6.839E-3
292 160 6.839E-3
292 162 6.839E-3
292 164 6.839E-3
292 166 6.839E-3
292 168 6.839E-3
292 170 6.839E-3
292 172 6.839E-3
292 174 6.839E-3
292 176 6.839E-3
292 178 6.839E-3
292 180 6.839E-3
294 0 6.588E-3
294 2 6.588E-3
294 4 6.588E-3
294 6 6.588E-3
294 8 6.588E-3
294 10 6.588E-3
294 12 6.588E-3
294 14 6.588E-3
294 16 6.588E-3
294 18 6.588E-3
294 20 6.588E-3
294 22 6.588E-3
294 24 6.588E-3
294 26 6.588E-3
294 28 6.588E-3
294 30 6.588E-3
294 32 6.588E-3
294 34 6.588E-3
294 36 6.588E-3
294 38 6.588E-3
294 40 6.588E-3
294 42 6.588E-3
294 44 6.588E-3
294 46 6.588E-3
294 48 6.588E-3
294 50 6.588E-3
294 52 6.588E-3
294 54 6.588E-3
294 56 6.588E-3
294 58 6.588E-3
294 60 6.588E-3
294 62 6.588E-3
294 64 6.588E-3
294 66 6.588E-3
294 68 6.588E-3
294 70 6.588E-3
294 72 6.588E-3
294 74 6.588E-3
294 76 6.588E-3
294 78 6.588E-3
294 80 6.588E-3
294 82 6.588E-3
294 84 6.588E-3
294 86 6.588E-3
294 88 6.588E-3
294 90 6.588E-3
294 92 6.588E-3
294 94 6.588E-3
294 96 6.588E-3
294 98 6.588E-3
294 100 6.588E-3
294 102 6.588E-3
294 104 6.588E-3
294 106 6.588E-3
294 108 6.588E-3
294 110 6.588E-3
294 112 6.588E-3
294 114 6.588E-3
294 116 6.588E-3
294 118 6.588E-3
294 120 6.588E-3
294 122 6.588E-3
294 124 6.588E-3
294 126 6.588E-3
294 128 6.588E-3
294 130 6.588E-3
294 132 6.588E-3
294 134 6.588E-3
294 136 6.588E-3
294 138 6.588E-3
294 140 6.588E-3
294 142 6.588E-3
294 144 6.588E-3
294 146 6.588E-3
294 148 6.588E-3
294 150 6.588E-3
294 152 6.588E-3
294 154 6.588E-3
294 156 6.588E-3
294 158 6.588E-3
294 160 6.588E-3
294 162 6.588E-3
294 164 6.588E-3
294 166 6.588E-3
294 168 6.588E-3
294 170 6.588E-3
294 172 6.588E-3
294 174 6.588E-3
294 176 6.588E-3
294 178 6.588E-3
294 180 6.588E-3
296 0 6.341E-3
296 2 6.341E-3
296 4 6.341E-3
296 6 6.341E-3
296 8 6.341E-3
296 10 6.341E-3
296 12 6.341E-3
296 14 6.341E-3
296 16 6.341E-3
296 18 6.341E-3
296 20 6.341E-3
296 22 6.341E-3
296 24 6.341E-3
296 26 6.341E-3
296 28 6.341E-3
296 30 6.341E-3
296 32 6.341E-3
296 34 6.341E-3
296 36 6.341E-3
296 38 6.341E-3
296 40 6.341E-3
296 42 6.341E-3
296 44 6.341E-3
296 46 6.341E-3
296 48 6.341E-3
296 50 6.341E-3
296 52 6.341E-3
296 54 6.341E-3
296 56 6.341E-3
296 58 6.341E-3
296 60 6.341E-3
296 62 6.341E-3
296 64 6.341E-3
296 66 6.341E-3
296 68 6.341E-3
296 70 6.341E-3
296 72 6.341E-3
296 74 6.341E-3
296 76 6.341E-3
296 78 6.341E-3
296 80 6.341E-3
296 82 6.341E-3
296 84 6.341E-3
296 86 6.341E-3
296 88 6.341E-3
296 90 6.341E-3
296 92 6.341E-3
296 94 6.341E-3
296 96 6.341E-3
296 98 6.341E-3
296 100 6.341E-3
296 102 6.341E-3
296 104 6.341E-3
296 106 6.341E-3
296 108 6.341E-3
296 110 6.341E-3
296 112 6.341E-3
296 114 6.341E-3
296 116 6.341E-3
296 118 6.341E-3
296 120 6.341E-3
296 122 6.341E-3
296 124 6.341E-3
296 126 6.341E-3
296 128 6.341E-3
296 130 6.341E-3
296 132 6.341E-3
296 134 6.341E-3
296 136 6.341E-3
296 138 6.341E-3
296 140 6.341E-3
296 142 6.341E-3
296 144 6.341E-3
296 146 6.341E-3
296 148 6.341E-3
296 150 6.341E-3
296 152 6.341E-3
296 154 6.341E-3
296 156 6.341E-3
296 158 6.341E-3
296 160 6.341E-3
296 162 6.341E-3
296 164 6.341E-3
296 166 6.341E-3
296 168 6.341E-3
296 170 6.341E-3
296 172 6.341E-3
296 174 6.341E-3
296 176 6.341E-3
296 178 6.341E-3
296 180 6.341E-3
298 0 6.098E-3
298 2 6.098E-3
298 4 6.098E-3
298 6 6.098E-3
298 8 6.098E-3
298 10 6.098E-3
298 12 6.098E-3
298 14 6.098E-3
298 16 6.098E-3
298 18 6.098E-3
298 20 6.098E-3
298 22 6.098E-3
298 24 6.098E-3
298 26 6.098E-3
298 28 6.098E-3
298 30 6.098E-3
298 32 6.098E-3
298 34 6.098E-3
298 36 6.098E-3
298 38 6.098E-3
298 40 6.098E-3
298 42 6.098E-3
298 44 6.098E-3
298 46 6.098E-3
298 48 6.098E-3
298 50 6.098E-3
298 52 6.098E-3
298 54 6.098E-3
298 56 6.098E-3
298 58 6.098E-3
298 60 6.098E-3
298 62 6.098E-3
298 64 6.098E-3
298 66 6.098E-3
298 68 6.098E-3
298 70 6.098E-3
298 72 6.098E-3
298 74 6.098E-3
298 76 6.098E-3
